temp_buffers,times_ms_buffers,Time
25.33331,272,14:38:12:212000
25.388842,1172,14:38:13:112000
25.377804,2072,14:38:14:012000
0.0,0,14:38:11:940000
25.260223,2972,14:38:14:912000
25.31554,3872,14:38:15:812000
25.02135,4772,14:38:16:712000
0.0,0,14:38:11:940000
25.179731,5672,14:38:17:612000
25.338095,6572,14:38:18:512000
25.382381,7472,14:38:19:412000
25.415703,8372,14:38:20:312000
25.504139,9272,14:38:21:212000
25.298252,10172,14:38:22:112000
25.40863,11072,14:38:23:012000
0.0,0,14:38:11:940000
25.35377,11972,14:38:23:912000
25.19569,12872,14:38:24:812000
25.240013,13772,14:38:25:712000
0.0,0,14:38:11:940000
25.20339,14672,14:38:26:612000
25.22562,15572,14:38:27:512000
25.170584,16472,14:38:28:412000
25.321434,17372,14:38:29:312000
25.399006,18272,14:38:30:212000
25.218874,19172,14:38:31:112000
25.285254,20072,14:38:32:012000
0.0,0,14:38:11:940000
25.16401,20972,14:38:32:912000
25.248802,21872,14:38:33:812000
25.197292,22772,14:38:34:712000
0.0,0,14:38:11:940000
25.285885,23672,14:38:35:612000
24.980652,24572,14:38:36:512000
25.12064,25472,14:38:37:412000
25.242188,26372,14:38:38:312000
25.264435,27272,14:38:39:212000
25.18734,28172,14:38:40:112000
25.18734,29072,14:38:41:012000
0.0,0,14:38:11:940000
25.301704,29972,14:38:41:912000
25.342176,30872,14:38:42:812000
25.106834,31772,14:38:43:712000
0.0,0,14:38:11:940000
25.257858,32672,14:38:44:612000
25.298635,33572,14:38:45:512000
25.239765,34472,14:38:46:412000
25.184769,35372,14:38:47:312000
25.159168,36272,14:38:48:212000
25.133543,37172,14:38:49:112000
25.196243,38072,14:38:50:012000
0.0,0,14:38:11:940000
25.23689,38972,14:38:50:912000
25.152416,39872,14:38:51:812000
25.163454,40772,14:38:52:712000
0.0,0,14:38:11:940000
25.075474,41672,14:38:53:612000
25.333178,42572,14:38:54:512000
25.3922,43472,14:38:55:412000
25.263578,44372,14:38:56:312000
25.208559,45272,14:38:57:212000
25.319073,46172,14:38:58:112000
25.175581,47072,14:38:59:012000
0.0,0,14:38:11:940000
25.227432,47972,14:38:59:912000
25.227585,48872,14:39:00:812000
0.0,0,14:38:11:940000
