temp_buffers,times_ms_buffers,Time
24.5901,0,14:38:11:940000
24.590412,900,14:38:12:840000
24.590412,1800,14:38:13:740000
0.0,0,14:38:11:940000
24.59057,2700,14:38:14:640000
24.590727,3600,14:38:15:540000
24.590883,4500,14:38:16:440000
0.0,0,14:38:11:940000
24.591042,5400,14:38:17:340000
24.591198,6300,14:38:18:240000
24.591352,7200,14:38:19:140000
24.59151,8100,14:38:20:040000
24.591667,9000,14:38:20:940000
24.591824,9900,14:38:21:840000
24.591824,10800,14:38:22:740000
0.0,0,14:38:11:940000
24.592138,11700,14:38:23:640000
24.592295,12600,14:38:24:540000
24.592453,13500,14:38:25:440000
0.0,0,14:38:11:940000
24.59261,14400,14:38:26:340000
24.592766,15300,14:38:27:240000
24.592922,16200,14:38:28:140000
24.592922,17100,14:38:29:040000
24.593235,18000,14:38:29:940000
24.593391,18900,14:38:30:840000
24.59355,19800,14:38:31:740000
0.0,0,14:38:11:940000
24.593706,20700,14:38:32:640000
24.593863,21600,14:38:33:540000
24.593863,22500,14:38:34:440000
0.0,0,14:38:11:940000
24.594175,23400,14:38:35:340000
24.594334,24300,14:38:36:240000
24.59449,25200,14:38:37:140000
24.594648,26100,14:38:38:040000
24.594805,27000,14:38:38:940000
24.594961,27900,14:38:39:840000
24.594961,28800,14:38:40:740000
0.0,0,14:38:11:940000
24.595276,29700,14:38:41:640000
24.595276,30600,14:38:42:540000
24.595432,31500,14:38:43:440000
0.0,0,14:38:11:940000
24.595587,32400,14:38:44:340000
24.5959,33300,14:38:45:240000
24.5959,34200,14:38:46:140000
24.596058,35100,14:38:47:040000
24.596216,36000,14:38:47:940000
24.596373,36900,14:38:48:840000
24.596529,37800,14:38:49:740000
0.0,0,14:38:11:940000
24.596685,38700,14:38:50:640000
24.596842,39600,14:38:51:540000
24.596842,40500,14:38:52:440000
0.0,0,14:38:11:940000
24.597158,41400,14:38:53:340000
24.597315,42300,14:38:54:240000
24.597471,43200,14:38:55:140000
24.597628,44100,14:38:56:040000
24.597782,45000,14:38:56:940000
24.597939,45900,14:38:57:840000
24.597939,46800,14:38:58:740000
0.0,0,14:38:11:940000
24.598253,47700,14:38:59:640000
24.59841,48600,14:39:00:540000
0.0,0,14:38:11:940000
