,temp_buffers,times_ms_buffers,Time Stamps
0,25.125769,136,18:02:48:825000
1,25.133127,436,18:02:49:125000
2,25.11473,736,18:02:49:425000
3,25.092655,1036,18:02:49:725000
4,25.063221,1336,18:02:50:025000
5,25.041145,1636,18:02:50:325000
6,24.978596,1936,18:02:50:625000
7,24.952843,2236,18:02:50:925000
8,24.930767,2536,18:02:51:225000
9,24.897652,2836,18:02:51:525000
10,24.868217,3136,18:02:51:825000
11,24.8535,3436,18:02:52:125000
12,24.868217,3736,18:02:52:425000
13,24.897652,4036,18:02:52:725000
14,24.886616,4336,18:02:53:025000
15,24.853367,4636,18:02:53:325000
16,24.864407,4936,18:02:53:625000
17,24.864407,5236,18:02:53:925000
18,24.849688,5536,18:02:54:225000
19,24.926954,5836,18:02:54:525000
20,24.989504,6136,18:02:54:825000
21,25.015257,6436,18:02:55:125000
22,25.029976,6736,18:02:55:425000
23,25.041012,7036,18:02:55:725000
24,25.044693,7336,18:02:56:025000
25,25.052052,7636,18:02:56:325000
26,25.052052,7936,18:02:56:625000
27,25.029976,8236,18:02:56:925000
28,25.000542,8536,18:02:57:225000
29,24.99686,8836,18:02:57:525000
30,24.978462,9136,18:02:57:825000
31,24.963747,9436,18:02:58:125000
32,24.949028,9736,18:02:58:425000
33,24.945177,10036,18:02:58:725000
34,24.926954,10336,18:02:59:025000
35,24.919594,10636,18:02:59:325000
36,24.908558,10936,18:02:59:625000
37,24.875443,11236,18:02:59:925000
38,24.846008,11536,18:03:00:225000
39,24.83865,11836,18:03:00:525000
40,24.846008,12136,18:03:00:825000
41,24.853195,12436,18:03:01:125000
42,24.849688,12736,18:03:01:425000
43,24.846008,13036,18:03:01:725000
44,24.83865,13336,18:03:02:025000
45,24.831291,13636,18:03:02:325000
46,24.838478,13936,18:03:02:625000
47,24.834799,14236,18:03:02:925000
48,24.831291,14536,18:03:03:225000
49,24.816402,14836,18:03:03:525000
50,24.812723,15136,18:03:03:825000
51,24.809044,15436,18:03:04:125000
52,24.801857,15736,18:03:04:425000
53,24.794498,16036,18:03:04:725000
54,24.786968,16336,18:03:05:025000
55,24.78714,16636,18:03:05:325000
56,24.779781,16936,18:03:05:625000
57,24.779781,17236,18:03:05:925000
58,24.768572,17536,18:03:06:225000
59,24.776102,17836,18:03:06:525000
60,24.776102,18136,18:03:06:825000
61,24.764893,18436,18:03:07:125000
62,24.757534,18736,18:03:07:425000
63,24.746668,19036,18:03:07:725000
64,24.72459,19336,18:03:08:025000
65,24.713383,19636,18:03:08:325000
66,24.702517,19936,18:03:08:625000
67,24.702345,20236,18:03:08:925000
68,24.680267,20536,18:03:09:225000
69,24.683949,20836,18:03:09:525000
70,24.669231,21136,18:03:09:825000
71,24.650833,21436,18:03:10:125000
72,24.647156,21736,18:03:10:425000
73,24.62525,22036,18:03:10:725000
74,24.610535,22336,18:03:11:025000
75,24.614212,22636,18:03:11:325000
76,24.595816,22936,18:03:11:625000
77,24.584778,23236,18:03:11:925000
78,24.57742,23536,18:03:12:225000
79,24.57006,23836,18:03:12:525000
80,24.562702,24136,18:03:12:825000
81,24.555344,24436,18:03:13:125000
82,24.547985,24736,18:03:13:425000
83,24.540627,25036,18:03:13:725000
84,24.540455,25336,18:03:14:025000
85,24.555344,25636,18:03:14:325000
86,24.547813,25936,18:03:14:625000
87,24.544134,26236,18:03:14:925000
88,24.540455,26536,18:03:15:225000
89,24.544306,26836,18:03:15:525000
90,24.544134,27136,18:03:15:825000
91,24.551664,27436,18:03:16:125000
92,24.544306,27736,18:03:16:425000
93,24.547985,28036,18:03:16:725000
94,24.555344,28336,18:03:17:025000
95,24.562702,28636,18:03:17:325000
96,24.57742,28936,18:03:17:625000
97,24.610535,29236,18:03:17:925000
98,24.639969,29536,18:03:18:225000
99,24.654686,29836,18:03:18:525000
100,24.665857,30136,18:03:18:825000
101,24.673082,30436,18:03:19:125000
102,24.676762,30736,18:03:19:425000
103,24.68412,31036,18:03:19:725000
104,24.687798,31336,18:03:20:025000
105,24.695158,31636,18:03:20:325000
106,24.680573,31936,18:03:20:625000
107,24.669403,32236,18:03:20:925000
108,24.662178,32536,18:03:21:225000
109,24.658499,32836,18:03:21:525000
110,24.662178,33136,18:03:21:825000
111,24.662178,33436,18:03:22:125000
112,24.662178,33736,18:03:22:425000
113,24.662178,34036,18:03:22:725000
114,24.673216,34336,18:03:23:025000
115,24.673216,34636,18:03:23:325000
116,24.669537,34936,18:03:23:625000
117,24.665857,35236,18:03:23:925000
118,24.673367,35536,18:03:24:225000
119,24.65865,35836,18:03:24:525000
120,24.65865,36136,18:03:24:825000
121,24.666008,36436,18:03:25:125000
122,24.64746,36736,18:03:25:425000
123,24.636574,37036,18:03:25:725000
124,24.621857,37336,18:03:26:025000
125,24.614498,37636,18:03:26:325000
126,24.60714,37936,18:03:26:625000
127,24.596104,38236,18:03:26:925000
128,24.588743,38536,18:03:27:225000
129,24.588743,38836,18:03:27:525000
130,24.585064,39136,18:03:27:825000
131,24.577705,39436,18:03:28:125000
132,24.57418,39736,18:03:28:425000
133,24.57418,40036,18:03:28:725000
134,24.566822,40336,18:03:29:025000
135,24.56314,40636,18:03:29:325000
136,24.555784,40936,18:03:29:625000
137,24.552105,41236,18:03:29:925000
138,24.559464,41536,18:03:30:225000
139,24.548426,41836,18:03:30:525000
140,24.541067,42136,18:03:30:825000
141,24.533709,42436,18:03:31:125000
142,24.53003,42736,18:03:31:425000
143,24.53003,43036,18:03:31:725000
144,24.519182,43336,18:03:32:025000
145,24.515312,43636,18:03:32:325000
146,24.515501,43936,18:03:32:625000
147,24.515312,44236,18:03:32:925000
148,24.511822,44536,18:03:33:225000
149,24.500786,44836,18:03:33:525000
150,24.511822,45136,18:03:33:825000
151,24.500786,45436,18:03:34:125000
152,24.511822,45736,18:03:34:425000
153,24.523012,46036,18:03:34:725000
154,24.515654,46336,18:03:35:025000
155,24.508295,46636,18:03:35:325000
156,24.511974,46936,18:03:35:625000
157,24.511974,47236,18:03:35:925000
158,24.508295,47536,18:03:36:225000
159,24.504616,47836,18:03:36:525000
160,24.493576,48136,18:03:36:825000
161,24.493576,48436,18:03:37:125000
162,24.493576,48736,18:03:37:425000
163,24.486217,49036,18:03:37:725000
164,24.479013,49336,18:03:38:025000
165,24.475334,49636,18:03:38:325000
166,0.0,0,18:02:48:689000
