temp_buffers,times_ms_buffers,Time
22.578024,0,14:12:46:270000
22.564096,900,14:12:47:170000
22.564096,1800,14:12:48:070000
0.0,0,14:12:46:270000
22.581104,2700,14:12:48:970000
22.555302,3600,14:12:49:870000
22.555449,4500,14:12:50:770000
0.0,0,14:12:46:270000
22.56307,5400,14:12:51:670000
22.53976,6300,14:12:52:570000
22.551197,7200,14:12:53:470000
22.555595,8100,14:12:54:370000
22.561607,9000,14:12:55:270000
22.548706,9900,14:12:56:170000
22.566298,10800,14:12:57:070000
0.0,0,14:12:46:270000
22.550758,11700,14:12:57:970000
22.557795,12600,14:12:58:870000
22.55193,13500,14:12:59:770000
0.0,0,14:12:46:270000
22.545479,14400,14:13:00:670000
22.556913,15300,14:13:01:570000
22.552664,16200,14:13:02:470000
22.54841,17100,14:13:03:370000
22.551638,18000,14:13:04:270000
22.55838,18900,14:13:05:170000
22.558674,19800,14:13:06:070000
0.0,0,14:12:46:270000
22.56571,20700,14:13:06:970000
22.553104,21600,14:13:07:870000
22.556622,22500,14:13:08:770000
0.0,0,14:12:46:270000
22.553835,23400,14:13:09:670000
22.559994,24300,14:13:10:570000
22.553541,25200,14:13:11:470000
22.55501,26100,14:13:12:370000
22.550903,27000,14:13:13:270000
22.559406,27900,14:13:14:170000
22.562778,28800,14:13:15:070000
0.0,0,14:12:46:270000
22.58814,29700,14:13:15:970000
22.600016,30600,14:13:16:870000
22.588432,31500,14:13:17:770000
0.0,0,14:12:46:270000
22.609837,32400,14:13:18:670000
22.595472,33300,14:13:19:570000
22.599722,34200,14:13:20:470000
22.576998,35100,14:13:21:370000
22.564392,36000,14:13:22:270000
22.562487,36900,14:13:23:170000
22.559406,37800,14:13:24:070000
0.0,0,14:12:46:270000
22.555742,38700,14:13:24:970000
22.558233,39600,14:13:25:870000
22.550169,40500,14:13:26:770000
0.0,0,14:12:46:270000
22.552664,41400,14:13:27:670000
22.554861,42300,14:13:28:570000
22.55706,43200,14:13:29:470000
22.55882,44100,14:13:30:370000
22.547974,45000,14:13:31:270000
22.560726,45900,14:13:32:170000
22.566736,46800,14:13:33:070000
0.0,0,14:12:46:270000
22.566298,47700,14:13:33:970000
22.57143,48600,14:13:34:870000
22.558233,49500,14:13:35:770000
0.0,0,14:12:46:270000
22.56102,50400,14:13:36:670000
22.560432,51300,14:13:37:570000
22.565416,52200,14:13:38:470000
22.55882,53100,14:13:39:370000
22.557356,54000,14:13:40:270000
22.568203,54900,14:13:41:170000
22.556622,55800,14:13:42:070000
0.0,0,14:12:46:270000
22.557503,56700,14:13:42:970000
22.551197,57600,14:13:43:870000
22.561607,58500,14:13:44:770000
0.0,0,14:12:46:270000
22.56923,59400,14:13:45:670000
22.55794,60300,14:13:46:570000
22.55838,61200,14:13:47:470000
22.558233,62100,14:13:48:370000
22.567762,63000,14:13:49:270000
22.549585,63900,14:13:50:170000
22.5619,64800,14:13:51:070000
0.0,0,14:12:46:270000
22.556913,65700,14:13:51:970000
22.56791,66600,14:13:52:870000
22.562925,67500,14:13:53:770000
0.0,0,14:12:46:270000
22.566006,68400,14:13:54:670000
22.565563,69300,14:13:55:570000
22.564392,70200,14:13:56:470000
22.575094,71100,14:13:57:370000
22.56967,72000,14:13:58:270000
22.566736,72900,14:13:59:170000
22.571722,73800,14:14:00:070000
0.0,0,14:12:46:270000
22.565416,74700,14:14:00:970000
22.571281,75600,14:14:01:870000
22.572895,76500,14:14:02:770000
0.0,0,14:12:46:270000
22.566442,77400,14:14:03:670000
22.565857,78300,14:14:04:570000
22.565563,79200,14:14:05:470000
22.572308,80100,14:14:06:370000
22.558968,81000,14:14:07:270000
22.55794,81900,14:14:08:170000
22.581982,82800,14:14:09:070000
0.0,0,14:12:46:270000
22.57084,83700,14:14:09:970000
22.573334,84600,14:14:10:870000
22.576265,85500,14:14:11:770000
0.0,0,14:12:46:270000
22.568644,86400,14:14:12:670000
22.558233,87300,14:14:13:570000
22.568789,88200,14:14:14:470000
22.56659,89100,14:14:15:370000
22.575533,90000,14:14:16:270000
22.549143,90900,14:14:17:170000
22.565563,91800,14:14:18:070000
0.0,0,14:12:46:270000
22.57084,92700,14:14:18:970000
22.553984,93600,14:14:19:870000
22.573921,94500,14:14:20:770000
0.0,0,14:12:46:270000
22.573921,95400,14:14:21:670000
22.558674,96300,14:14:22:570000
22.570696,97200,14:14:23:470000
22.562634,98100,14:14:24:370000
22.570255,99000,14:14:25:270000
22.55882,99900,14:14:26:170000
22.566006,100800,14:14:27:070000
0.0,0,14:12:46:270000
22.557209,101700,14:14:27:970000
22.537416,102600,14:14:28:870000
22.541082,103500,14:14:29:770000
0.0,0,14:12:46:270000
