GPIO,State,Tick,Diff,Time
21,0,1144183709,49500,14:12:30:083287
21,1,1144234429,50720,14:12:30:133879
21,0,1144282724,48295,14:12:30:182301
21,1,1144333769,51045,14:12:30:233687
21,0,1144383020,49251,14:12:30:282129
21,1,1144435810,52790,14:12:30:335494
21,0,1144485690,49880,14:12:30:384762
21,1,1144537970,52280,14:12:30:437319
21,0,1144588650,50680,14:12:30:487776
21,1,1144641010,52360,14:12:30:540196
21,0,1144691355,50345,14:12:30:590530
21,1,1144744011,52656,14:12:30:643055
21,0,1144793821,49810,14:12:30:693297
21,1,1144849116,55295,14:12:30:748635
21,0,1144903166,54050,14:12:30:802278
21,1,1144959006,55840,14:12:30:858737
21,0,1145010451,51445,14:12:30:910019
21,1,1145063076,52625,14:12:30:962263
21,0,1145112791,49715,14:12:31:012509
21,1,1145165682,52891,14:12:31:064720
21,0,1145216537,50855,14:12:31:116178
21,1,1145270102,53565,14:12:31:169245
21,0,1145322242,52140,14:12:31:221528
21,1,1145376047,53805,14:12:31:275125
21,0,1145426792,50745,14:12:31:325626
21,1,1145480102,53310,14:12:31:379409
21,0,1145531473,51371,14:12:31:431040
21,1,1145585873,54400,14:12:31:484526
21,0,1145637158,51285,14:12:31:536349
21,1,1145690828,53670,14:12:31:590280
21,0,1145742233,51405,14:12:31:640893
21,1,1145796203,53970,14:12:31:695371
21,0,1145846588,50385,14:12:31:745721
21,1,1145896813,50225,14:12:31:795808
21,0,1145947034,50221,14:12:31:845848
21,1,1146000844,53810,14:12:31:900050
21,0,1146051314,50470,14:12:31:949983
21,1,1146103674,52360,14:12:32:002243
21,0,1146152179,48505,14:12:32:051389
21,1,1146202739,50560,14:12:32:101474
21,0,1146251014,48275,14:12:32:149604
21,1,1146300949,49935,14:12:32:199677
21,0,1146348380,47431,14:12:32:246748
21,1,1146398920,50540,14:12:32:297945
21,0,1146445385,46465,14:12:32:344277
21,1,1146494175,48790,14:12:32:393297
21,0,1146542175,48000,14:12:32:441282
21,1,1146594210,52035,14:12:32:492437
21,0,1146642006,47796,14:12:32:540577
21,1,1146691585,49579,14:12:32:589837
21,0,1146739351,47766,14:12:32:638083
21,1,1146792771,53420,14:12:32:691382
21,0,1146843951,51180,14:12:32:742692
21,1,1146897196,53245,14:12:32:796103
21,0,1146947006,49810,14:12:32:845594
21,1,1146998911,51905,14:12:32:897061
21,0,1147049412,50501,14:12:32:948420
21,1,1147102512,53100,14:12:33:000728
21,0,1147155012,52500,14:12:33:053905
21,1,1147211922,56910,14:12:33:110052
21,0,1147265362,53440,14:12:33:163343
21,1,1147320012,54650,14:12:33:218567
21,0,1147371937,51925,14:12:33:270780
21,1,1147426827,54890,14:12:33:324997
21,0,1147477228,50401,14:12:33:375309
21,1,1147529728,52500,14:12:33:427645
21,0,1147580798,51070,14:12:33:478760
21,1,1147634528,53730,14:12:33:533028
21,0,1147686968,52440,14:12:33:585175
21,1,1147744228,57260,14:12:33:642284
21,0,1147798793,54565,14:12:33:697299
21,1,1147857338,58545,14:12:33:755258
21,0,1147913033,55695,14:12:33:811449
21,1,1147969279,56246,14:12:33:867810
21,0,1148022879,53600,14:12:33:921331
21,1,1148080709,57830,14:12:33:978544
21,0,1148135529,54820,14:12:34:033627
21,1,1148189524,53995,14:12:34:087578
21,0,1148240559,51035,14:12:34:139063
21,1,1148292330,51771,14:12:34:190338
21,0,1148340685,48355,14:12:34:238542
21,1,1148391145,50460,14:12:34:288809
21,0,1148438910,47765,14:12:34:336607
21,1,1148489215,50305,14:12:34:387023
21,0,1148536120,46905,14:12:34:434394
21,1,1148585260,49140,14:12:34:483696
21,0,1148633035,47775,14:12:34:531035
21,1,1148683335,50300,14:12:34:581407
21,0,1148732576,49241,14:12:34:630126
21,1,1148786941,54365,14:12:34:684426
21,0,1148838596,51655,14:12:34:735886
21,1,1148892506,53910,14:12:34:790339
21,0,1148942416,49910,14:12:34:840596
21,1,1148994801,52385,14:12:34:892365
21,0,1149045331,50530,14:12:34:942819
21,1,1149096292,50961,14:12:34:994471
21,0,1149144752,48460,14:12:35:041975
21,1,1149195977,51225,14:12:35:093268
21,0,1149243483,47506,14:12:35:140680
21,1,1149294637,51154,14:12:35:192056
21,0,1149344322,49685,14:12:35:242398
21,1,1149398732,54410,14:12:35:295985
21,0,1149451552,52820,14:12:35:349399
21,1,1149506398,54846,14:12:35:404054
21,0,1149557213,50815,14:12:35:454369
21,1,1149609908,52695,14:12:35:507862
21,0,1149660858,50950,14:12:35:558279
21,1,1149714098,53240,14:12:35:611504
21,0,1149764498,50400,14:12:35:661775
21,1,1149817944,53446,14:12:35:715180
21,0,1149868784,50840,14:12:35:766463
21,1,1149921289,52505,14:12:35:818756
21,0,1149970529,49240,14:12:35:868174
21,1,1150022344,51815,14:12:35:919447
21,0,1150071389,49045,14:12:35:968901
21,1,1150123034,51645,14:12:36:020360
21,0,1150172130,49096,14:12:36:069060
21,1,1150223425,51295,14:12:36:120390
21,0,1150272990,49565,14:12:36:170191
21,1,1150324585,51595,14:12:36:221825
21,0,1150373090,48505,14:12:36:270514
21,1,1150424145,51055,14:12:36:321797
21,0,1150473025,48880,14:12:36:369794
21,1,1150525580,52555,14:12:36:422777
21,0,1150576555,50975,14:12:36:473674
21,1,1150631560,55005,14:12:36:528511
21,0,1150683246,51686,14:12:36:579749
21,1,1150736126,52880,14:12:36:633021
21,0,1150787316,51190,14:12:36:684245
21,1,1150841631,54315,14:12:36:738230
21,0,1150891546,49915,14:12:36:788366
21,1,1150942776,51230,14:12:36:839230
21,0,1150990456,47680,14:12:36:887077
21,1,1151041516,51060,14:12:36:937906
21,0,1151092437,50921,14:12:36:988760
21,1,1151147417,54980,14:12:37:044585
21,0,1151199777,52360,14:12:37:097180
21,1,1151252587,52810,14:12:37:149122
21,0,1151301587,49000,14:12:37:198000
21,1,1151353402,51815,14:12:37:250006
21,0,1151401542,48140,14:12:37:298778
21,1,1151451092,49550,14:12:37:347599
21,0,1151499658,48566,14:12:37:396378
21,1,1151552418,52760,14:12:37:449217
21,0,1151600943,48525,14:12:37:498007
21,1,1151651193,50250,14:12:37:547795
21,0,1151699563,48370,14:12:37:596584
21,1,1151752933,53370,14:12:37:649401
21,0,1151803613,50680,14:12:37:700273
21,1,1151856783,53170,14:12:37:753184
21,0,1151909799,53016,14:12:37:806040
21,1,1151965719,55920,14:12:37:861906
21,0,1152018329,52610,14:12:37:914698
21,1,1152072469,54140,14:12:37:968559
21,0,1152123679,51210,14:12:38:020366
21,1,1152175539,51860,14:12:38:072215
21,0,1152224944,49405,14:12:38:121005
21,1,1152278270,53326,14:12:38:174832
21,0,1152330340,52070,14:12:38:226619
21,1,1152384665,54325,14:12:38:281464
21,0,1152435370,50705,14:12:38:331202
21,1,1152490525,55155,14:12:38:387058
21,0,1152544805,54280,14:12:38:440868
21,1,1152602415,57610,14:12:38:498765
21,0,1152657646,55231,14:12:38:553632
21,1,1152714911,57265,14:12:38:611538
21,0,1152771886,56975,14:12:38:668445
21,1,1152834676,62790,14:12:38:731334
21,0,1152898566,63890,14:12:38:794299
21,1,1152965146,66580,14:12:38:861277
21,0,1153026626,61480,14:12:38:923312
