temp_buffers,times_ms_buffers,Time
22.565125,0,14:37:11:026000
22.56483,900,14:37:11:926000
22.56483,1800,14:37:12:826000
22.564684,2700,14:37:13:726000
22.564539,3600,14:37:14:626000
22.564392,4500,14:37:15:526000
22.564245,5400,14:37:16:426000
22.564096,6300,14:37:17:326000
22.564096,7200,14:37:18:226000
22.563805,8100,14:37:19:126000
22.563805,9000,14:37:20:026000
22.563658,9900,14:37:20:926000
22.563513,10800,14:37:21:826000
22.563366,11700,14:37:22:726000
22.563217,12600,14:37:23:626000
22.563217,13500,14:37:24:526000
22.562925,14400,14:37:25:426000
22.562925,15300,14:37:26:326000
22.562778,16200,14:37:27:226000
22.562634,17100,14:37:28:126000
22.562487,18000,14:37:29:026000
22.562338,18900,14:37:29:926000
22.562193,19800,14:37:30:826000
22.562193,20700,14:37:31:726000
22.562046,21600,14:37:32:626000
22.562046,22500,14:37:33:526000
22.5619,23400,14:37:34:426000
22.561752,24300,14:37:35:326000
22.561607,25200,14:37:36:226000
22.561459,26100,14:37:37:126000
22.561459,27000,14:37:38:026000
22.561312,27900,14:37:38:926000
22.561167,28800,14:37:39:826000
22.56102,29700,14:37:40:726000
22.560873,30600,14:37:41:626000
22.560873,31500,14:37:42:526000
22.56058,32400,14:37:43:426000
22.56058,33300,14:37:44:326000
22.560432,34200,14:37:45:226000
22.560286,35100,14:37:46:126000
22.560286,36000,14:37:47:026000
22.56014,36900,14:37:47:926000
22.559994,37800,14:37:48:826000
22.559849,38700,14:37:49:726000
22.5597,39600,14:37:50:626000
22.5597,40500,14:37:51:526000
22.559553,41400,14:37:52:426000
22.559406,42300,14:37:53:326000
22.55926,43200,14:37:54:226000
22.55926,44100,14:37:55:126000
22.559114,45000,14:37:56:026000
22.558968,45900,14:37:56:926000
22.558968,46800,14:37:57:826000
22.55882,47700,14:37:58:726000
22.558674,48600,14:37:59:626000
22.558527,49500,14:38:00:526000
22.558527,50400,14:38:01:426000
22.558527,51300,14:38:02:326000
22.55838,52200,14:38:03:226000
22.558233,53100,14:38:04:126000
22.558088,54000,14:38:05:026000
22.558088,54900,14:38:05:926000
22.55794,55800,14:38:06:826000
22.557795,56700,14:38:07:726000
22.557648,57600,14:38:08:626000
22.557503,58500,14:38:09:526000
22.557503,59400,14:38:10:426000
22.557356,60300,14:38:11:326000
22.557209,61200,14:38:12:226000
22.557209,62100,14:38:13:126000
22.55706,63000,14:38:14:026000
22.556913,63900,14:38:14:926000
22.556768,64800,14:38:15:826000
22.556622,65700,14:38:16:726000
22.556622,66600,14:38:17:626000
22.556622,67500,14:38:18:526000
22.556477,68400,14:38:19:426000
22.556181,69300,14:38:20:326000
22.556181,70200,14:38:21:226000
22.556034,71100,14:38:22:126000
22.555887,72000,14:38:23:026000
22.555742,72900,14:38:23:926000
22.555595,73800,14:38:24:826000
22.555595,74700,14:38:25:726000
22.555449,75600,14:38:26:626000
22.555302,76500,14:38:27:526000
22.555157,77400,14:38:28:426000
22.55501,78300,14:38:29:326000
22.55501,79200,14:38:30:226000
22.554861,80100,14:38:31:126000
