temp_buffers,times_ms_buffers,Time
27.434101,408,17:11:08:429000
27.448818,1308,17:11:09:329000
27.467213,2208,17:11:10:229000
27.47825,3108,17:11:11:129000
27.489138,4008,17:11:12:029000
27.51857,4908,17:11:12:929000
27.529493,5808,17:11:13:829000
27.555363,6708,17:11:14:729000
27.584799,7608,17:11:15:629000
27.603079,8508,17:11:16:529000
27.632515,9408,17:11:17:429000
27.647078,10308,17:11:18:329000
27.68387,11208,17:11:19:229000
27.687551,12108,17:11:20:129000
27.702269,13008,17:11:21:029000
27.72785,13908,17:11:21:929000
27.738888,14808,17:11:22:829000
27.757282,15708,17:11:23:729000
27.790398,16608,17:11:24:629000
27.790247,17508,17:11:25:529000
27.801285,18408,17:11:26:429000
27.812323,19308,17:11:27:329000
27.82704,20208,17:11:28:229000
27.830587,21108,17:11:29:129000
27.845306,22008,17:11:30:029000
27.837944,22908,17:11:30:929000
27.852528,23808,17:11:31:829000
27.874737,24708,17:11:32:729000
27.870926,25608,17:11:33:629000
27.893,26508,17:11:34:529000
27.918602,27408,17:11:35:429000
27.937151,28308,17:11:36:329000
27.959225,29208,17:11:37:229000
27.966433,30108,17:11:38:129000
27.992188,31008,17:11:39:029000
28.010586,31908,17:11:39:929000
28.017942,32808,17:11:40:829000
28.02898,33708,17:11:41:729000
28.032661,34608,17:11:42:629000
28.032661,35508,17:11:43:529000
28.036186,36408,17:11:44:429000
28.032507,37308,17:11:45:329000
28.039864,38208,17:11:46:229000
28.02147,39108,17:11:47:129000
28.028828,40008,17:11:48:029000
28.028828,40908,17:11:48:929000
28.02515,41808,17:11:49:829000
28.02515,42708,17:11:50:729000
28.032507,43608,17:11:51:629000
28.039715,44508,17:11:52:529000
28.039715,45408,17:11:53:429000
28.046917,46308,17:11:54:329000
28.057955,47208,17:11:55:229000
28.065315,48108,17:11:56:129000
28.072674,49008,17:11:57:029000
28.072674,49908,17:11:57:929000
28.080032,50808,17:11:58:829000
28.072674,51708,17:11:59:729000
28.068993,52608,17:12:00:629000
28.079884,53508,17:12:01:529000
28.08724,54408,17:12:02:429000
28.0946,55308,17:12:03:329000
28.109314,56208,17:12:04:229000
28.11288,57108,17:12:05:129000
28.116676,58008,17:12:06:029000
28.105522,58908,17:12:06:929000
28.116562,59808,17:12:07:829000
28.131279,60708,17:12:08:729000
28.149673,61608,17:12:09:629000
28.153355,62508,17:12:10:529000
28.160711,63408,17:12:11:429000
28.168072,64308,17:12:12:329000
28.175257,65208,17:12:13:229000
28.178936,66108,17:12:14:129000
28.175257,67008,17:12:15:029000
28.17158,67908,17:12:15:929000
28.175257,68808,17:12:16:829000
28.175106,69708,17:12:17:729000
28.178936,70608,17:12:18:629000
28.1679,71508,17:12:19:529000
28.153183,72408,17:12:20:429000
28.164219,73308,17:12:21:329000
28.1679,74208,17:12:22:229000
28.153183,75108,17:12:23:129000
28.164219,76008,17:12:24:029000
28.160389,76908,17:12:24:929000
28.171425,77808,17:12:25:829000
28.167746,78708,17:12:26:729000
28.167746,79608,17:12:27:629000
28.175106,80508,17:12:28:529000
28.175257,81408,17:12:29:429000
28.175257,82308,17:12:30:329000
28.186295,83208,17:12:31:229000
28.193655,84108,17:12:32:129000
