GPIO,State,Tick,Diff,Time
8,0,1878646624,31410,11:18:02:937521
8,1,1878678479,31855,11:18:02:969694
8,0,1878707220,28741,11:18:02:997981
8,1,1878739100,31880,11:18:03:030568
8,0,1878771105,32005,11:18:03:062283
8,1,1878802945,31840,11:18:03:093861
8,0,1878832975,30030,11:18:03:124336
8,1,1878864830,31855,11:18:03:155701
8,0,1878896780,31950,11:18:03:188140
8,1,1878924255,27475,11:18:03:215695
8,0,1878955935,31680,11:18:03:247282
8,1,1878985055,29120,11:18:03:277008
8,0,1879016865,31810,11:18:03:308617
8,1,1879048720,31855,11:18:03:339988
8,0,1879080656,31936,11:18:03:372348
8,1,1879112566,31910,11:18:03:403780
8,0,1879144531,31965,11:18:03:436148
8,1,1879176396,31865,11:18:03:467483
8,0,1879207461,31065,11:18:03:498903
8,1,1879239571,32110,11:18:03:530502
8,0,1879269366,29795,11:18:03:561027
8,1,1879298271,28905,11:18:03:589523
8,0,1879330186,31915,11:18:03:622004
8,1,1879362096,31910,11:18:03:653354
8,0,1879394056,31960,11:18:03:685704
8,1,1879422516,28460,11:18:03:714242
8,0,1879454426,31910,11:18:03:745812
8,1,1879486282,31856,11:18:03:777415
8,0,1879518167,31885,11:18:03:810020
8,1,1879550012,31845,11:18:03:841388
8,0,1879581967,31955,11:18:03:873711
8,1,1879613852,31885,11:18:03:905169
8,0,1879645682,31830,11:18:03:936697
8,1,1879677537,31855,11:18:03:968456
8,0,1879709407,31870,11:18:04:001140
8,1,1879741277,31870,11:18:04:032435
8,0,1879773197,31920,11:18:04:065065
8,1,1879805107,31910,11:18:04:096671
8,0,1879836957,31850,11:18:04:128345
8,1,1879868933,31976,11:18:04:159937
8,0,1879898508,29575,11:18:04:189494
8,1,1879929103,30595,11:18:04:220130
8,0,1879959588,30485,11:18:04:250709
8,1,1879991013,31425,11:18:04:282307
8,0,1880022963,31950,11:18:04:313900
8,1,1880054803,31840,11:18:04:346467
8,0,1880082593,27790,11:18:04:373974
8,1,1880114368,31775,11:18:04:405530
8,0,1880146533,32165,11:18:04:438088
8,1,1880178483,31950,11:18:04:469632
8,0,1880205983,27500,11:18:04:497175
8,1,1880237959,31976,11:18:04:529797
8,0,1880269814,31855,11:18:04:561425
8,1,1880297654,27840,11:18:04:588978
8,0,1880329579,31925,11:18:04:620562
8,1,1880361434,31855,11:18:04:653151
8,0,1880393439,32005,11:18:04:684730
8,1,1880424424,30985,11:18:04:715380
8,0,1880455969,31545,11:18:04:746940
8,1,1880485124,29155,11:18:04:776475
8,0,1880516999,31875,11:18:04:808055
8,1,1880548959,31960,11:18:04:840609
8,0,1880580804,31845,11:18:04:872196
8,1,1880612654,31850,11:18:04:903826
8,0,1880640639,27985,11:18:04:932461
8,1,1880672545,31906,11:18:04:964058
8,0,1880704455,31910,11:18:04:995647
8,1,1880732590,28135,11:18:05:024211
8,0,1880764525,31935,11:18:05:055767
8,1,1880796435,31910,11:18:05:088320
8,0,1880828320,31885,11:18:05:119920
8,1,1880860190,31870,11:18:05:151552
8,0,1880892085,31895,11:18:05:183170
8,1,1880924010,31925,11:18:05:215792
8,0,1880955955,31945,11:18:05:247401
8,1,1880985100,29145,11:18:05:276941
8,0,1881016955,31855,11:18:05:308513
8,1,1881048801,31846,11:18:05:340139
8,0,1881080041,31240,11:18:05:372391
8,1,1881110086,30045,11:18:05:401096
8,0,1881140951,30865,11:18:05:432726
8,1,1881172861,31910,11:18:05:464363
8,0,1881204716,31855,11:18:05:495953
8,1,1881236596,31880,11:18:05:527549
8,0,1881265546,28950,11:18:05:557087
8,1,1881297401,31855,11:18:05:588654
8,0,1881329236,31835,11:18:05:620255
8,1,1881361116,31880,11:18:05:652854
8,0,1881390516,29400,11:18:05:681421
8,1,1881422441,31925,11:18:05:714025
8,0,1881454272,31831,11:18:05:745662
8,1,1881481702,27430,11:18:05:773284
8,0,1881513652,31950,11:18:05:804884
8,1,1881540477,26825,11:18:05:831449
8,0,1881572372,31895,11:18:05:864020
8,1,1881604292,31920,11:18:05:895582
8,0,1881636173,31881,11:18:05:927213
8,1,1881663972,27799,11:18:05:955734
8,0,1881693287,29315,11:18:05:984330
8,1,1881725067,31780,11:18:06:016935
8,0,1881755852,30785,11:18:06:047496
8,1,1881787672,31820,11:18:06:079118
8,0,1881819438,31766,11:18:06:110666
8,1,1881851203,31765,11:18:06:142271
8,0,1881882013,30810,11:18:06:173845
8,1,1881909978,27965,11:18:06:201382
8,0,1881941773,31795,11:18:06:232977
8,1,1881969833,28060,11:18:06:261510
8,0,1881999128,29295,11:18:06:291037
8,1,1882030868,31740,11:18:06:322617
8,0,1882062778,31910,11:18:06:354181
8,1,1882094648,31870,11:18:06:385742
8,0,1882123338,28690,11:18:06:415277
8,1,1882155258,31920,11:18:06:446798
8,0,1882187113,31855,11:18:06:478363
8,1,1882218999,31886,11:18:06:510926
8,0,1882249119,30120,11:18:06:540487
8,1,1882281069,31950,11:18:06:573035
