temp_buffers,times_ms_buffers,Time
22.512934,0,10:52:34:742000
22.513227,900,10:52:35:642000
22.513811,1800,10:52:36:542000
0.0,0,10:52:34:742000
22.514254,2700,10:52:37:442000
22.51484,3600,10:52:38:342000
22.51528,4500,10:52:39:242000
0.0,0,10:52:34:742000
22.515865,5400,10:52:40:142000
22.51616,6300,10:52:41:042000
22.516891,7200,10:52:41:942000
22.517332,8100,10:52:42:842000
22.517773,9000,10:52:43:742000
22.518358,9900,10:52:44:642000
22.518799,10800,10:52:45:542000
0.0,0,10:52:34:742000
22.519238,11700,10:52:46:442000
22.519825,12600,10:52:47:342000
22.520264,13500,10:52:48:242000
0.0,0,10:52:34:742000
22.520851,14400,10:52:49:142000
22.52129,15300,10:52:50:042000
22.521877,16200,10:52:50:942000
22.522316,17100,10:52:51:842000
22.522757,18000,10:52:52:742000
22.52334,18900,10:52:53:642000
22.523783,19800,10:52:54:542000
0.0,0,10:52:34:742000
22.524221,20700,10:52:55:442000
22.524809,21600,10:52:56:342000
22.52525,22500,10:52:57:242000
0.0,0,10:52:34:742000
22.525686,23400,10:52:58:142000
22.526276,24300,10:52:59:042000
22.526863,25200,10:52:59:942000
22.527155,26100,10:53:00:842000
22.52774,27000,10:53:01:742000
22.528181,27900,10:53:02:642000
22.528622,28800,10:53:03:542000
0.0,0,10:52:34:742000
22.529207,29700,10:53:04:442000
22.529648,30600,10:53:05:342000
22.530085,31500,10:53:06:242000
0.0,0,10:52:34:742000
22.530674,32400,10:53:07:142000
22.53111,33300,10:53:08:042000
22.531553,34200,10:53:08:942000
22.532139,35100,10:53:09:842000
22.532578,36000,10:53:10:742000
22.533165,36900,10:53:11:642000
22.533604,37800,10:53:12:542000
0.0,0,10:52:34:742000
22.534046,38700,10:53:13:442000
22.534485,39600,10:53:14:342000
22.53507,40500,10:53:15:242000
0.0,0,10:52:34:742000
22.535511,41400,10:53:16:142000
22.53595,42300,10:53:17:042000
22.536537,43200,10:53:17:942000
22.536976,44100,10:53:18:842000
22.537563,45000,10:53:19:742000
22.537857,45900,10:53:20:642000
22.538443,46800,10:53:21:542000
0.0,0,10:52:34:742000
22.538883,47700,10:53:22:442000
22.539469,48600,10:53:23:342000
22.539911,49500,10:53:24:242000
0.0,0,10:52:34:742000
22.540348,50400,10:53:25:142000
22.540789,51300,10:53:26:042000
22.541374,52200,10:53:26:942000
22.541815,53100,10:53:27:842000
22.5424,54000,10:53:28:742000
22.542841,54900,10:53:29:642000
22.543282,55800,10:53:30:542000
0.0,0,10:52:34:742000
22.54372,56700,10:53:31:442000
22.544308,57600,10:53:32:342000
22.544746,58500,10:53:33:242000
0.0,0,10:52:34:742000
