temp_buffers,times_ms_buffers,Time
537.5257,204,10:52:34:947000
544.5302,1104,10:52:35:847000
541.61914,2004,10:52:36:747000
0.0,0,10:52:34:743000
544.29144,2904,10:52:37:647000
503.9133,3804,10:52:38:547000
502.55017,4704,10:52:39:447000
0.0,0,10:52:34:743000
524.67145,5604,10:52:40:347000
537.9884,6504,10:52:41:247000
491.3709,7404,10:52:42:147000
505.82278,8304,10:52:43:047000
525.64276,9204,10:52:43:947000
479.36478,10104,10:52:44:847000
508.9257,11004,10:52:45:747000
0.0,0,10:52:34:743000
507.99222,11904,10:52:46:647000
530.95013,12804,10:52:47:547000
491.34756,13704,10:52:48:447000
0.0,0,10:52:34:743000
459.98065,14604,10:52:49:347000
516.3182,15504,10:52:50:247000
486.88977,16404,10:52:51:147000
493.4491,17304,10:52:52:047000
457.4514,18204,10:52:52:947000
481.3327,19104,10:52:53:847000
494.81726,20004,10:52:54:747000
0.0,0,10:52:34:743000
530.16614,20904,10:52:55:647000
511.78033,21804,10:52:56:547000
482.84042,22704,10:52:57:447000
0.0,0,10:52:34:743000
499.05884,23604,10:52:58:347000
466.9583,24504,10:52:59:247000
439.04993,25404,10:53:00:147000
483.17682,26304,10:53:01:047000
484.81482,27204,10:53:01:947000
389.55005,28104,10:53:02:847000
485.80307,29004,10:53:03:747000
0.0,0,10:52:34:743000
510.6165,29904,10:53:04:647000
503.08014,30804,10:53:05:547000
489.17667,31704,10:53:06:447000
0.0,0,10:52:34:743000
510.555,32604,10:53:07:347000
516.6268,33504,10:53:08:247000
498.7867,34404,10:53:09:147000
495.79495,35304,10:53:10:047000
458.44525,36204,10:53:10:947000
429.11713,37104,10:53:11:847000
466.33566,38004,10:53:12:747000
0.0,0,10:52:34:743000
468.0267,38904,10:53:13:647000
445.2151,39804,10:53:14:547000
479.2735,40704,10:53:15:447000
0.0,0,10:52:34:743000
489.69437,41604,10:53:16:347000
462.0196,42504,10:53:17:247000
499.7658,43404,10:53:18:147000
506.1561,44304,10:53:19:047000
471.68307,45204,10:53:19:947000
454.0647,46104,10:53:20:847000
462.99158,47004,10:53:21:747000
0.0,0,10:52:34:743000
466.7053,47904,10:53:22:647000
488.5778,48804,10:53:23:547000
449.97,49704,10:53:24:447000
0.0,0,10:52:34:743000
454.15982,50604,10:53:25:347000
519.3626,51504,10:53:26:247000
366.7098,52404,10:53:27:147000
505.41458,53304,10:53:28:047000
520.0887,54204,10:53:28:947000
488.29013,55104,10:53:29:847000
488.27823,56004,10:53:30:747000
0.0,0,10:52:34:743000
510.19687,56904,10:53:31:647000
481.7578,57804,10:53:32:547000
465.73685,58704,10:53:33:447000
0.0,0,10:52:34:743000
