Time Step,Actuator Position Array
0.0,32.116
0.0333555703802535,32.116
0.066711140760507,32.116
0.10006671114076052,32.116
0.133422281521014,32.116
0.1667778519012675,32.116
0.20013342228152103,32.116
0.23348899266177453,32.116
0.266844563042028,32.116
0.3002001334222815,32.116
0.333555703802535,32.116
0.3669112741827885,32.116
0.40026684456304207,32.116
0.43362241494329556,32.116
0.46697798532354906,32.116
0.5003335557038026,32.116
0.533689126084056,32.116
0.5670446964643095,32.116
0.600400266844563,32.116
0.6337558372248165,32.116
0.66711140760507,32.116
0.7004669779853235,32.116
0.733822548365577,32.116
0.7671781187458305,32.116
0.8005336891260841,32.116
0.8338892595063376,32.116
0.8672448298865911,32.116
0.9006004002668446,32.116
0.9339559706470981,32.116
0.9673115410273516,32.116
1.0006671114076051,32.116
1.0340226817878586,32.116
1.067378252168112,32.116
1.1007338225483656,32.116
1.134089392928619,32.116
1.1674449633088726,32.116
1.200800533689126,32.116
1.2341561040693796,32.116
1.267511674449633,32.116
1.3008672448298866,32.116
1.33422281521014,32.116
1.3675783855903936,32.116
1.400933955970647,32.116
1.4342895263509006,32.116
1.467645096731154,32.116
1.5010006671114076,32.116
1.534356237491661,32.116
1.5677118078719146,32.116
1.6010673782521683,32.116
1.6344229486324218,32.116
1.6677785190126753,32.116
1.7011340893929288,32.116
1.7344896597731823,32.116
1.7678452301534358,32.116
1.8012008005336893,32.116
1.8345563709139427,32.116
1.8679119412941962,32.116
1.9012675116744497,32.116
1.9346230820547032,32.116
1.9679786524349567,32.116
2.0013342228152102,32.116
2.0346897931954637,32.116
2.068045363575717,32.116
2.1014009339559707,32.116
2.134756504336224,32.116
2.1681120747164777,32.116
2.201467645096731,32.116
2.2348232154769847,32.116
2.268178785857238,32.116
2.3015343562374917,32.116
2.334889926617745,32.116
2.3682454969979987,32.116
2.401601067378252,32.116
2.4349566377585057,32.116
2.468312208138759,32.116
2.5016677785190127,32.116
2.535023348899266,32.116
2.5683789192795197,32.116
2.601734489659773,32.116
2.6350900600400267,32.116
2.66844563042028,32.116
2.7018012008005337,32.116
2.735156771180787,32.116
2.7685123415610406,32.116
2.801867911941294,32.116
2.8352234823215476,32.116
2.868579052701801,32.116
2.9019346230820546,32.116
2.935290193462308,32.116
2.9686457638425616,32.116
3.002001334222815,32.116
3.0353569046030686,32.116
3.068712474983322,32.116
3.1020680453635756,32.116
3.135423615743829,32.116
3.1687791861240826,32.116
3.2021347565043365,32.116
3.23549032688459,32.116
3.2688458972648435,32.116
3.302201467645097,32.116
3.3355570380253505,32.116
3.368912608405604,32.116
3.4022681787858575,32.116
3.435623749166111,32.116
3.4689793195463645,32.116
3.502334889926618,32.116
3.5356904603068715,32.116
3.569046030687125,32.116
3.6024016010673785,32.116
3.635757171447632,32.116
3.6691127418278855,32.116
3.702468312208139,32.116
3.7358238825883925,32.116
3.769179452968646,32.116
3.8025350233488995,32.116
3.835890593729153,32.116
3.8692461641094065,32.116
3.90260173448966,32.116
3.9359573048699135,32.116
3.969312875250167,32.116
4.0026684456304205,32.116
4.036024016010674,32.116
4.0693795863909275,32.116
4.102735156771181,32.116
4.136090727151434,32.116
4.169446297531688,32.116
4.202801867911941,32.116
4.236157438292195,32.116
4.269513008672448,32.116
4.302868579052702,32.116
4.336224149432955,32.116
4.369579719813209,32.116
4.402935290193462,32.116
4.436290860573716,32.116
4.469646430953969,32.116
4.503002001334223,32.116
4.536357571714476,32.116
4.56971314209473,32.116
4.603068712474983,32.116
4.636424282855237,32.116
4.66977985323549,32.116
4.703135423615744,32.116
4.736490993995997,32.116
4.769846564376251,32.116
4.803202134756504,32.116
4.836557705136758,32.116
4.869913275517011,32.116
4.903268845897265,32.116
4.936624416277518,32.116
4.969979986657772,32.116
5.003335557038025,32.116
5.036691127418279,32.116
5.070046697798532,32.116
5.103402268178786,32.116
5.136757838559039,32.116
5.170113408939293,32.116
5.203468979319546,32.116
5.2368245496998,32.116
5.270180120080053,32.116
5.303535690460307,32.116
5.33689126084056,32.116
5.370246831220814,32.116
5.403602401601067,32.116
5.436957971981321,32.116
5.470313542361574,32.116
5.503669112741828,32.116
5.537024683122081,32.116
5.570380253502335,32.116
5.603735823882588,32.116
5.637091394262842,32.116
5.670446964643095,32.116
5.703802535023349,32.116
5.737158105403602,32.116
5.770513675783856,32.116
5.803869246164109,32.116
5.837224816544363,32.116
5.870580386924616,32.116
5.90393595730487,32.116
5.937291527685123,32.116
5.970647098065377,32.116
6.00400266844563,32.116
6.037358238825884,32.116
6.070713809206137,32.116
6.104069379586391,32.116
6.137424949966644,32.116
6.170780520346898,32.116
6.204136090727151,32.116
6.237491661107405,32.116
6.270847231487658,32.116
6.304202801867912,32.116
6.337558372248165,32.116
6.370913942628419,32.116
6.404269513008673,32.116
6.437625083388927,32.116
6.47098065376918,32.116
6.504336224149434,32.116
6.537691794529687,32.116
6.571047364909941,32.116
6.604402935290194,32.116
6.637758505670448,32.116
6.671114076050701,32.116
6.7044696464309546,32.116
6.737825216811208,32.116
6.7711807871914615,32.116
6.804536357571715,32.116
6.8378919279519685,32.116
6.871247498332222,32.116
6.9046030687124755,32.116
6.937958639092729,32.116
6.9713142094729825,32.116
7.004669779853236,32.116
7.0380253502334895,32.116
7.071380920613743,32.116
7.1047364909939965,32.116
7.13809206137425,32.116
7.1714476317545035,32.116
7.204803202134757,32.116
7.2381587725150105,32.116
7.271514342895264,32.116
7.3048699132755175,32.116
7.338225483655771,32.116
7.3715810540360245,32.116
7.404936624416278,32.116
7.4382921947965315,32.116
7.471647765176785,32.116
7.5050033355570385,32.116
7.538358905937292,32.116
7.5717144763175455,32.116
7.605070046697799,32.116
7.6384256170780525,32.116
7.671781187458306,32.116
7.7051367578385594,32.116
7.738492328218813,32.116
7.771847898599066,32.116
7.80520346897932,32.116
7.838559039359573,32.116
7.871914609739827,32.116
7.90527018012008,32.116
7.938625750500334,32.116
7.971981320880587,32.116
8.005336891260841,32.116
8.038692461641094,32.116
8.072048032021348,32.116
8.105403602401601,32.116
8.138759172781855,32.116
8.172114743162108,32.116
8.205470313542362,32.116
8.238825883922615,32.116
8.272181454302869,32.116
8.305537024683122,32.116
8.338892595063376,32.116
8.37224816544363,32.116
8.405603735823883,32.116
8.438959306204136,32.116
8.47231487658439,32.116
8.505670446964643,32.116
8.539026017344897,32.116
8.57238158772515,32.116
8.605737158105404,32.116
8.639092728485657,32.116
8.67244829886591,32.116
8.705803869246164,32.116
8.739159439626418,32.116
8.772515010006671,32.116
8.805870580386925,32.116
8.839226150767178,32.116
8.872581721147432,32.116
8.905937291527685,32.116
8.939292861907939,32.116
8.972648432288192,32.116
9.006004002668446,32.116
9.0393595730487,32.116
9.072715143428953,32.116
9.106070713809206,32.116
9.13942628418946,32.116
9.172781854569713,32.116
9.206137424949967,32.116
9.23949299533022,32.116
9.272848565710474,32.116
9.306204136090727,32.116
9.33955970647098,32.116
9.372915276851234,32.116
9.406270847231488,32.116
9.439626417611741,32.116
9.472981987991995,32.116
9.506337558372248,32.116
9.539693128752502,32.116
9.573048699132755,32.116
9.606404269513009,32.116
9.639759839893262,32.116
9.673115410273516,32.116
9.70647098065377,32.116
9.739826551034023,32.116
9.773182121414276,32.116
9.80653769179453,32.116
9.839893262174783,32.116
9.873248832555037,32.116
9.90660440293529,32.116
9.939959973315544,32.116
9.973315543695797,32.116
10.00667111407605,32.116
10.040026684456304,32.116
10.073382254836558,32.116
10.106737825216811,32.116
10.140093395597065,32.116
10.173448965977318,32.116
10.206804536357572,32.116
10.240160106737825,32.116
10.273515677118079,32.116
10.306871247498332,32.116
10.340226817878586,32.116
10.37358238825884,32.116
10.406937958639093,32.116
10.440293529019346,32.116
10.4736490993996,32.116
10.507004669779853,32.116
10.540360240160107,32.116
10.57371581054036,32.116
10.607071380920614,32.116
10.640426951300867,32.116
10.67378252168112,32.116
10.707138092061374,32.116
10.740493662441628,32.116
10.773849232821881,32.116
10.807204803202135,32.116
10.840560373582388,32.116
10.873915943962642,32.116
10.907271514342895,32.116
10.940627084723149,32.116
10.973982655103402,32.116
11.007338225483656,32.116
11.040693795863909,32.116
11.074049366244163,32.116
11.107404936624416,32.116
11.14076050700467,32.116
11.174116077384923,32.116
11.207471647765177,32.116
11.24082721814543,32.116
11.274182788525684,32.116
11.307538358905937,32.116
11.34089392928619,32.116
11.374249499666444,32.116
11.407605070046698,32.116
11.440960640426951,32.116
11.474316210807205,32.116
11.507671781187458,32.116
11.541027351567712,32.116
11.574382921947965,32.116
11.607738492328219,32.116
11.641094062708472,32.116
11.674449633088726,32.116
11.707805203468979,32.116
11.741160773849233,32.116
11.774516344229486,32.116
11.80787191460974,32.116
11.841227484989993,32.116
11.874583055370246,32.116
11.9079386257505,32.116
11.941294196130753,32.116
11.974649766511007,32.116
12.00800533689126,32.116
12.041360907271514,32.116
12.074716477651767,32.116
12.108072048032021,32.116
12.141427618412274,32.116
12.174783188792528,32.116
12.208138759172781,32.116
12.241494329553035,32.116
12.274849899933288,32.116
12.308205470313542,32.116
12.341561040693795,32.116
12.374916611074049,32.116
12.408272181454302,32.116
12.441627751834556,32.116
12.47498332221481,32.116
12.508338892595063,32.116
12.541694462975316,32.116
12.57505003335557,32.116
12.608405603735823,32.116
12.641761174116077,32.116
12.67511674449633,32.116
12.708472314876584,32.116
