GPIO,State,Tick,Diff,Time
21,0,2528555096,19161,15:03:37:656315
21,1,2528574861,19765,15:03:37:666948
21,0,2528594101,19240,15:03:37:685377
21,1,2528614541,20440,15:03:37:706139
21,0,2528633506,18965,15:03:37:725620
21,1,2528653161,19655,15:03:37:745101
21,0,2528672361,19200,15:03:37:763732
21,1,2528692921,20560,15:03:37:784303
21,0,2528712041,19120,15:03:37:803771
21,1,2528731851,19810,15:03:37:823382
21,0,2528751211,19360,15:03:37:843136
21,1,2528771721,20510,15:03:37:863881
16,1,2528779446,166660,15:03:37:871317
21,0,2528790891,19170,15:03:37:882876
21,1,2528810676,19785,15:03:37:902696
21,0,2528829916,19240,15:03:37:921329
21,1,2528850441,20525,15:03:37:941911
21,0,2528869526,19085,15:03:37:961469
21,1,2528889112,19586,15:03:37:980891
21,0,2528908156,19044,15:03:38:000220
21,1,2528928487,20331,15:03:38:019879
16,0,2528946106,166660,15:03:38:037531
21,0,2528947526,19039,15:03:38:038875
21,1,2528967327,19801,15:03:38:059329
21,0,2528986702,19375,15:03:38:077917
21,1,2529007377,20675,15:03:38:098614
21,0,2529026492,19115,15:03:38:118277
21,1,2529046292,19800,15:03:38:137821
21,0,2529065597,19305,15:03:38:157554
21,1,2529086057,20460,15:03:38:177283
21,0,2529105187,19130,15:03:38:196744
16,1,2529112762,166656,15:03:38:204210
21,1,2529124947,19760,15:03:38:216820
21,0,2529144052,19105,15:03:38:235467
21,1,2529164207,20155,15:03:38:256103
21,0,2529182752,18545,15:03:38:274764
21,1,2529202062,19310,15:03:38:293514
21,0,2529220797,18735,15:03:38:312946
21,1,2529240582,19785,15:03:38:332452
21,0,2529258757,18175,15:03:38:350009
21,1,2529277452,18695,15:03:38:368677
16,0,2529279422,166660,15:03:38:371148
21,0,2529295677,18225,15:03:38:387727
21,1,2529314967,19290,15:03:38:406240
21,0,2529332902,17935,15:03:38:425001
21,1,2529351508,18606,15:03:38:443627
21,0,2529369558,18050,15:03:38:461193
21,1,2529388863,19305,15:03:38:480715
21,0,2529406773,17910,15:03:38:498362
21,1,2529425523,18750,15:03:38:517008
21,0,2529443833,18310,15:03:38:535623
16,1,2529446078,166656,15:03:38:538066
21,1,2529463223,19390,15:03:38:554693
21,0,2529481268,18045,15:03:38:573224
21,1,2529499993,18725,15:03:38:591672
21,0,2529518308,18315,15:03:38:609978
21,1,2529537743,19435,15:03:38:629311
21,0,2529556008,18265,15:03:38:647721
21,1,2529574993,18985,15:03:38:666361
21,0,2529593408,18415,15:03:38:684688
16,0,2529612738,166660,15:03:38:704007
21,1,2529612933,19525,15:03:38:705357
21,0,2529630983,18050,15:03:38:722636
21,1,2529649713,18730,15:03:38:740914
21,0,2529667968,18255,15:03:38:759292
21,1,2529687518,19550,15:03:38:778933
21,0,2529705604,18086,15:03:38:797202
21,1,2529724658,19054,15:03:38:816842
21,0,2529743154,18496,15:03:38:834759
21,1,2529762779,19625,15:03:38:854523
16,1,2529779399,166661,15:03:38:871208
21,0,2529780934,18155,15:03:38:872706
21,1,2529799909,18975,15:03:38:891183
21,0,2529818434,18525,15:03:38:909768
21,1,2529838139,19705,15:03:38:929304
