GPIO,State,Tick,Diff,Time
21,0,281879409,44725,16:55:30:474734
21,1,281925159,45750,16:55:30:520245
21,0,281972064,46905,16:55:30:566817
21,1,282022984,50920,16:55:30:618292
21,0,282070799,47815,16:55:30:665820
21,1,282118534,47735,16:55:30:713345
21,0,282164379,45845,16:55:30:759882
21,1,282213754,49375,16:55:30:809386
21,0,282261070,47316,16:55:30:855903
21,1,282307745,46675,16:55:30:902442
21,0,282353695,45950,16:55:30:948970
21,1,282403050,49355,16:55:30:998055
21,0,282449495,46445,16:55:31:044581
21,1,282497690,48195,16:55:31:093237
21,0,282545335,47645,16:55:31:141037
21,1,282596921,51586,16:55:31:191923
21,0,282645341,48420,16:55:31:240398
21,1,282693711,48370,16:55:31:289078
21,0,282740101,46390,16:55:31:335859
21,1,282788621,48520,16:55:31:383700
21,0,282834891,46270,16:55:31:430187
8,0,282861236,278376,16:55:31:456476
21,1,282881621,46730,16:55:31:476719
21,0,282927606,45985,16:55:31:522560
21,1,282976191,48585,16:55:31:571448
21,0,283020897,44706,16:55:31:616044
21,1,283068357,47460,16:55:31:663513
21,0,283115042,46685,16:55:31:710252
8,1,283140947,279711,16:55:31:736743
21,1,283165232,50190,16:55:31:760178
21,0,283212202,46970,16:55:31:807845
21,1,283259237,47035,16:55:31:854298
21,0,283305453,46216,16:55:31:900934
21,1,283353262,47809,16:55:31:948711
8,0,283368262,227315,16:55:31:964014
21,0,283398027,44765,16:55:31:993465
21,1,283444833,46806,16:55:32:039946
21,0,283491113,46280,16:55:32:086494
21,1,283542528,51415,16:55:32:138350
21,0,283590703,48175,16:55:32:186255
21,1,283639283,48580,16:55:32:234707
21,0,283687198,47915,16:55:32:282182
21,1,283739083,51885,16:55:32:334111
21,0,283790043,50960,16:55:32:384998
21,1,283843799,53756,16:55:32:439519
21,0,283896514,52715,16:55:32:492160
21,1,283953474,56960,16:55:32:549084
21,0,284009239,55765,16:55:32:604040
21,1,284065749,56510,16:55:32:660580
21,0,284120824,55075,16:55:32:716412
21,1,284178579,57755,16:55:32:774355
21,0,284233000,54421,16:55:32:828067
21,1,284288465,55465,16:55:32:883617
21,0,284340620,52155,16:55:32:935540
21,1,284395485,54865,16:55:32:990484
21,0,284444910,49425,16:55:33:039998
21,1,284494980,50070,16:55:33:090546
21,0,284545060,50080,16:55:33:140404
21,1,284596466,51406,16:55:33:191291
21,0,284643371,46905,16:55:33:238766
21,1,284692986,49615,16:55:33:288239
21,0,284745281,52295,16:55:33:340157
21,1,284802956,57675,16:55:33:398155
21,0,284858566,55610,16:55:33:453683
21,1,284913701,55135,16:55:33:509448
21,0,284967311,53610,16:55:33:562365
21,1,285024832,57521,16:55:33:620113
21,0,285077637,52805,16:55:33:672629
21,1,285131552,53915,16:55:33:726475
