temp_buffers,times_ms_buffers,Time
24.230915,340,11:41:46:432000
24.231373,1240,11:41:47:332000
24.224167,2140,11:41:48:232000
0.0,0,11:41:46:092000
24.21698,3040,11:41:49:132000
24.217266,3940,11:41:50:032000
24.23231,4840,11:41:50:932000
0.0,0,11:41:46:092000
24.225235,5740,11:41:51:832000
24.229067,6640,11:41:52:732000
24.229372,7540,11:41:53:632000
24.229523,8440,11:41:54:532000
24.222622,9340,11:41:55:432000
24.226456,10240,11:41:56:332000
24.234138,11140,11:41:57:232000
0.0,0,11:41:46:092000
24.237951,12040,11:41:58:132000
24.234558,12940,11:41:59:032000
24.238543,13840,11:41:59:932000
0.0,0,11:41:46:092000
24.235016,14740,11:42:00:832000
24.2353,15640,11:42:01:732000
24.235626,16540,11:42:02:632000
24.232233,17440,11:42:03:532000
24.228878,18340,11:42:04:432000
24.225353,19240,11:42:05:332000
24.236523,20140,11:42:06:232000
0.0,0,11:41:46:092000
24.229488,21040,11:42:07:132000
24.226095,21940,11:42:08:032000
24.237457,22840,11:42:08:932000
0.0,0,11:41:46:092000
24.24129,23740,11:42:09:832000
24.234219,24640,11:42:10:732000
24.230862,25540,11:42:11:632000
24.238356,26440,11:42:12:532000
24.234997,27340,11:42:13:432000
24.235285,28240,11:42:14:332000
24.246456,29140,11:42:15:232000
0.0,0,11:41:46:092000
24.235725,30040,11:42:16:132000
24.224838,30940,11:42:17:032000
24.23986,31840,11:42:17:932000
0.0,0,11:41:46:092000
24.221771,32740,11:42:18:832000
24.23296,33640,11:42:19:732000
24.244322,34540,11:42:20:632000
24.23725,35440,11:42:21:532000
24.2374,36340,11:42:22:432000
24.241386,37240,11:42:23:332000
24.24905,38140,11:42:24:232000
0.0,0,11:41:46:092000
24.245543,39040,11:42:25:132000
24.245829,39940,11:42:26:032000
24.257019,40840,11:42:26:932000
0.0,0,11:41:46:092000
24.24276,41740,11:42:27:832000
24.231874,42640,11:42:28:732000
24.246897,43540,11:42:29:632000
24.250729,44440,11:42:30:532000
24.250996,45340,11:42:31:432000
24.262358,46240,11:42:32:332000
24.255133,47140,11:42:33:232000
0.0,0,11:41:46:092000
24.259117,48040,11:42:34:132000
24.270327,48940,11:42:35:032000
24.255894,49840,11:42:35:932000
0.0,0,11:41:46:092000
24.2599,50740,11:42:36:832000
24.263733,51640,11:42:37:732000
24.264019,52540,11:42:38:632000
24.267868,53440,11:42:39:532000
24.260796,54340,11:42:40:432000
24.260948,55240,11:42:41:332000
24.268764,56140,11:42:42:232000
0.0,0,11:41:46:092000
24.26524,57040,11:42:43:132000
24.265562,57940,11:42:44:032000
24.25849,58840,11:42:44:932000
0.0,0,11:41:46:092000
