temp_buffers,times_ms_buffers,Time
22.064077,408,10:52:35:150000
22.060665,1308,10:52:36:050000
22.053917,2208,10:52:36:950000
0.0,0,10:52:34:742000
22.065393,3108,10:52:37:850000
22.069626,4008,10:52:38:750000
22.059063,4908,10:52:39:650000
0.0,0,10:52:34:742000
22.063316,5808,10:52:40:550000
22.06362,6708,10:52:41:450000
22.060667,7608,10:52:42:350000
22.072142,8508,10:52:43:250000
22.068882,9408,10:52:44:150000
22.073174,10308,10:52:45:050000
22.073612,11208,10:52:45:950000
0.0,0,10:52:34:742000
22.077713,12108,10:52:46:850000
22.074638,13008,10:52:47:750000
22.082438,13908,10:52:48:650000
0.0,0,10:52:34:742000
22.079313,14808,10:52:49:550000
22.072432,15708,10:52:50:450000
22.084042,16608,10:52:51:350000
22.077103,17508,10:52:52:250000
22.088617,18408,10:52:53:150000
22.092867,19308,10:52:54:050000
22.104326,20208,10:52:54:950000
0.0,0,10:52:34:742000
22.108463,21108,10:52:55:850000
22.105375,22008,10:52:56:750000
22.094755,22908,10:52:57:650000
0.0,0,10:52:34:742000
22.098894,23808,10:52:58:550000
22.103163,24708,10:52:59:450000
22.111095,25608,10:53:00:350000
22.111399,26508,10:53:01:250000
22.100952,27408,10:53:02:150000
22.105051,28308,10:53:03:050000
22.109188,29208,10:53:03:950000
0.0,0,10:52:34:742000
22.106083,30108,10:53:04:850000
22.110218,31008,10:53:05:750000
22.114338,31908,10:53:06:650000
0.0,0,10:52:34:742000
22.114891,32808,10:53:07:550000
22.11533,33708,10:53:08:450000
22.119484,34608,10:53:09:350000
22.120039,35508,10:53:10:250000
22.127876,36408,10:53:11:150000
22.117407,37308,10:53:12:050000
22.114147,38208,10:53:12:950000
0.0,0,10:52:34:742000
22.121984,39108,10:53:13:850000
22.115065,40008,10:53:14:750000
22.115618,40908,10:53:15:650000
0.0,0,10:52:34:742000
22.123432,41808,10:53:16:550000
22.112816,42708,10:53:17:450000
22.113407,43608,10:53:18:350000
22.117542,44508,10:53:19:250000
22.125494,45408,10:53:20:150000
22.133118,46308,10:53:21:050000
22.126371,47208,10:53:21:950000
0.0,0,10:52:34:742000
22.137829,48108,10:53:22:850000
22.13474,49008,10:53:23:750000
22.138876,49908,10:53:24:650000
0.0,0,10:52:34:742000
22.135616,50808,10:53:25:550000
22.136076,51708,10:53:26:450000
22.129309,52608,10:53:27:350000
22.129726,53508,10:53:28:250000
22.137657,54408,10:53:29:150000
22.141815,55308,10:53:30:050000
22.145912,56208,10:53:30:950000
0.0,0,10:52:34:742000
22.150051,57108,10:53:31:850000
22.15064,58008,10:53:32:750000
22.154722,58908,10:53:33:650000
0.0,0,10:52:34:742000
