GPIO,State,Tick,Diff,Time
21,0,1637539260,72895,14:48:46:643042
21,1,1637614916,75656,14:48:46:718139
21,0,1637687986,73070,14:48:46:791174
16,0,1637712936,166656,14:48:46:815848
21,1,1637763186,75200,14:48:46:866887
21,0,1637838146,74960,14:48:46:941406
16,1,1637879596,166660,14:48:46:983432
21,1,1637913587,75441,14:48:47:016869
21,0,1637984812,71225,14:48:47:087963
16,0,1638046252,166656,14:48:47:149923
21,1,1638057897,73085,14:48:47:161511
21,0,1638128442,70545,14:48:47:231658
21,1,1638202152,73710,14:48:47:305529
16,1,1638212912,166660,14:48:47:316212
21,0,1638274017,71865,14:48:47:377119
21,1,1638353868,79851,14:48:47:456937
16,0,1638379573,166661,14:48:47:482640
21,0,1638431803,77935,14:48:47:535440
21,1,1638513903,82100,14:48:47:617694
16,1,1638546233,166660,14:48:47:649946
21,0,1638593043,79140,14:48:47:696033
21,1,1638673338,80295,14:48:47:776908
16,0,1638712888,166655,14:48:47:816733
21,0,1638752359,79021,14:48:47:855516
21,1,1638831934,79575,14:48:47:935325
16,1,1638879549,166661,14:48:47:983095
21,0,1638909004,77070,14:48:48:012750
21,1,1638989254,80250,14:48:48:092870
16,0,1639046204,166655,14:48:48:149544
21,0,1639064759,75505,14:48:48:168062
21,1,1639143215,78456,14:48:48:246374
16,1,1639212865,166661,14:48:48:316625
21,0,1639218120,74905,14:48:48:321075
21,1,1639300950,82830,14:48:48:404660
16,0,1639379525,166660,14:48:48:483236
21,0,1639382920,81970,14:48:48:486648
21,1,1639468480,85560,14:48:48:571637
16,1,1639546180,166655,14:48:48:649516
21,0,1639550211,81731,14:48:48:653908
21,1,1639630816,80605,14:48:48:734131
21,0,1639708241,77425,14:48:48:811274
16,0,1639712841,166661,14:48:48:815677
21,1,1639785721,77480,14:48:48:888846
21,0,1639861246,75525,14:48:48:965029
16,1,1639879501,166660,14:48:48:982571
21,1,1639940306,79060,14:48:49:043830
21,0,1640015297,74991,14:48:49:118252
16,0,1640046157,166656,14:48:49:149502
21,1,1640093882,78585,14:48:49:197088
21,0,1640170247,76365,14:48:49:273504
16,1,1640212817,166660,14:48:49:316650
21,1,1640248942,78695,14:48:49:351981
21,0,1640323277,74335,14:48:49:426240
16,0,1640379478,166661,14:48:49:482766
21,1,1640399943,76666,14:48:49:503272
21,0,1640472683,72740,14:48:49:575680
16,1,1640546133,166655,14:48:49:649852
21,1,1640551848,79165,14:48:49:655284
21,0,1640624603,72755,14:48:49:728408
21,1,1640697625,73022,14:48:49:800553
16,0,1640712793,166660,14:48:49:816029
21,0,1640769569,71944,14:48:49:873379
21,1,1640845484,75915,14:48:49:948573
16,1,1640879454,166661,14:48:49:983049
21,0,1640918319,72835,14:48:50:021397
21,1,1640993284,74965,14:48:50:096466
16,0,1641046109,166655,14:48:50:149071
21,0,1641067904,74620,14:48:50:171455
21,1,1641146885,78981,14:48:50:250408
16,1,1641212770,166661,14:48:50:316188
21,0,1641221125,74240,14:48:50:324360
21,1,1641296895,75770,14:48:50:399590
21,0,1641367910,71015,14:48:50:471168
16,0,1641379430,166660,14:48:50:483037
21,1,1641446950,79040,14:48:50:549705
21,0,1641523470,76520,14:48:50:627093
16,1,1641546086,166656,14:48:50:648814
21,1,1641601131,77661,14:48:50:703790
21,0,1641672661,71530,14:48:50:776865
16,0,1641712746,166660,14:48:50:815997
21,1,1641750371,77710,14:48:50:853600
21,0,1641826842,76471,14:48:50:930143
16,1,1641879406,166660,14:48:50:982992
21,1,1641904431,77589,14:48:51:008155
21,0,1641982322,77891,14:48:51:085270
16,0,1642046062,166656,14:48:51:149329
21,1,1642064527,82205,14:48:51:167610
21,0,1642139272,74745,14:48:51:242418
16,1,1642212722,166660,14:48:51:315890
21,1,1642213957,74685,14:48:51:316926
21,0,1642284327,70370,14:48:51:387543
21,1,1642357713,73386,14:48:51:461395
16,0,1642379383,166661,14:48:51:482803
21,0,1642430688,72975,14:48:51:533674
21,1,1642506403,75715,14:48:51:609693
16,1,1642546038,166655,14:48:51:649105
21,0,1642580133,73730,14:48:51:683352
21,1,1642660238,80105,14:48:51:763610
16,0,1642712698,166660,14:48:51:815886
21,0,1642734454,74216,14:48:51:837290
21,1,1642809104,74650,14:48:51:912268
16,1,1642879359,166661,14:48:51:982492
21,0,1642881109,72005,14:48:51:983846
21,1,1642958689,77580,14:48:52:061449
21,0,1643031989,73300,14:48:52:135477
16,0,1643046014,166655,14:48:52:148913
21,1,1643106484,74495,14:48:52:209803
21,0,1643181405,74921,14:48:52:285056
16,1,1643212675,166661,14:48:52:315952
21,1,1643261020,79615,14:48:52:364134
21,0,1643337875,76855,14:48:52:441155
16,0,1643379330,166655,14:48:52:482845
21,1,1643415566,77691,14:48:52:518440
21,0,1643491165,75599,14:48:52:594467
16,1,1643545991,166661,14:48:52:649227
21,1,1643570266,79101,14:48:52:673760
21,0,1643649326,79060,14:48:52:752800
16,0,1643712651,166660,14:48:52:815683
21,1,1643727226,77900,14:48:52:830101
21,0,1643803296,76070,14:48:52:906100
16,1,1643879306,166655,14:48:52:982302
21,1,1643886372,83076,14:48:52:989739
21,0,1643969132,82760,14:48:53:072397
16,0,1644045967,166661,14:48:53:149419
21,1,1644049212,80080,14:48:53:152706
21,0,1644123492,74280,14:48:53:226701
21,1,1644200632,77140,14:48:53:304057
16,1,1644212627,166660,14:48:53:315591
21,0,1644274512,73880,14:48:53:377986
21,1,1644351468,76956,14:48:53:455043
16,0,1644379283,166656,14:48:53:482606
21,0,1644425163,73695,14:48:53:528489
21,1,1644500348,75185,14:48:53:603703
16,1,1644545943,166660,14:48:53:649354
21,0,1644571333,70985,14:48:53:674307
21,1,1644646018,74685,14:48:53:749028
16,0,1644712604,166661,14:48:53:815697
21,0,1644716114,70096,14:48:53:819006
21,1,1644791329,75215,14:48:53:894083
21,0,1644866409,75080,14:48:53:969804
16,1,1644879259,166655,14:48:53:982233
21,1,1644945769,79360,14:48:54:049128
21,0,1645020914,75145,14:48:54:124167
16,0,1645045919,166660,14:48:54:148684
21,1,1645097616,76702,14:48:54:200519
21,0,1645168535,70919,14:48:54:271554
16,1,1645212580,166661,14:48:54:315642
21,1,1645242325,73790,14:48:54:345534
21,0,1645314195,71870,14:48:54:417825
16,0,1645379235,166655,14:48:54:482904
21,1,1645390800,76605,14:48:54:494428
21,0,1645463031,72231,14:48:54:565967
21,1,1645536341,73310,14:48:54:639128
16,1,1645545896,166661,14:48:54:648494
21,0,1645609761,73420,14:48:54:712412
21,1,1645691521,81760,14:48:54:794730
16,0,1645712556,166660,14:48:54:815460
21,0,1645772006,80485,14:48:54:874699
21,1,1645853246,81240,14:48:54:956762
16,1,1645879211,166655,14:48:54:982293
21,0,1645927892,74646,14:48:55:030994
21,1,1646005702,77810,14:48:55:108996
16,0,1646045872,166661,14:48:55:148693
21,0,1646083242,77540,14:48:55:186411
21,1,1646160327,77085,14:48:55:263444
16,1,1646212532,166660,14:48:55:315311
21,0,1646238607,78280,14:48:55:341921
21,1,1646323758,85151,14:48:55:427298
16,0,1646379188,166656,14:48:55:482298
21,0,1646404568,80810,14:48:55:507892
21,1,1646484408,79840,14:48:55:587171
16,1,1646545848,166660,14:48:55:649171
21,0,1646555188,70780,14:48:55:658558
21,1,1646628133,72945,14:48:55:731597
21,0,1646698454,70321,14:48:55:801851
16,0,1646712509,166661,14:48:55:815409
21,1,1646771779,73325,14:48:55:874725
21,0,1646840294,68515,14:48:55:943355
16,1,1646879164,166655,14:48:55:982720
21,1,1646913514,73220,14:48:56:016877
8,0,1646964924,28545,14:48:56:067601
21,0,1646986034,72520,14:48:56:089137
8,1,1646996729,31805,14:48:56:099527
8,0,1647023645,26916,14:48:56:127107
16,0,1647045824,166660,14:48:56:148608
8,1,1647051879,28234,14:48:56:154927
21,1,1647059069,73035,14:48:56:162270
8,0,1647083630,31751,14:48:56:186839
8,1,1647114550,30920,14:48:56:217452
21,0,1647131010,71941,14:48:56:233895
8,0,1647146380,31830,14:48:56:249322
8,1,1647178165,31785,14:48:56:280941
8,0,1647207390,29225,14:48:56:310533
21,1,1647208215,77205,14:48:56:311798
16,1,1647212480,166656,14:48:56:315083
8,1,1647239230,31840,14:48:56:342645
8,0,1647269215,29985,14:48:56:372290
21,0,1647281315,73100,14:48:56:384749
8,1,1647300930,31715,14:48:56:404227
8,0,1647332245,31315,14:48:56:434828
21,1,1647356475,75160,14:48:56:459367
8,1,1647360280,28035,14:48:56:463669
16,0,1647379140,166660,14:48:56:482178
8,0,1647390010,29730,14:48:56:493565
8,1,1647421885,31875,14:48:56:525134
21,0,1647428900,72425,14:48:56:531466
8,0,1647452530,30645,14:48:56:556053
8,1,1647481976,29446,14:48:56:585479
21,1,1647503476,74576,14:48:56:607003
8,0,1647513751,31775,14:48:56:616361
8,1,1647541271,27520,14:48:56:643944
16,1,1647545801,166661,14:48:56:649261
8,0,1647572861,31590,14:48:56:676060
21,0,1647574876,71400,14:48:56:678161
8,1,1647604626,31765,14:48:56:707787
8,0,1647636416,31790,14:48:56:739399
21,1,1647648606,73730,14:48:56:751784
8,1,1647665016,28600,14:48:56:768236
8,0,1647696921,31905,14:48:56:799876
16,0,1647712456,166655,14:48:56:815318
21,0,1647720751,72145,14:48:56:823673
8,1,1647728656,31735,14:48:56:832007
8,0,1647760566,31910,14:48:56:863608
8,1,1647791096,30530,14:48:56:894246
21,1,1647795471,74720,14:48:56:898561
8,0,1647822847,31751,14:48:56:926117
8,1,1647852581,29734,14:48:56:955710
21,0,1647865167,69696,14:48:56:968124
16,1,1647879116,166660,14:48:56:982571
8,0,1647884437,31856,14:48:56:987882
8,1,1647916402,31965,14:48:57:019461
21,1,1647937192,72025,14:48:57:039930
8,0,1647948082,31680,14:48:57:051317
8,1,1647979812,31730,14:48:57:082956
21,0,1648005357,68165,14:48:57:108498
8,0,1648011577,31765,14:48:57:114816
8,1,1648041082,29505,14:48:57:144429
16,0,1648045777,166661,14:48:57:148728
8,0,1648072937,31855,14:48:57:176292
21,1,1648078217,72860,14:48:57:181631
8,1,1648104682,31745,14:48:57:208281
8,0,1648136562,31880,14:48:57:239905
21,0,1648149737,71520,14:48:57:253296
8,1,1648165057,28495,14:48:57:267701
8,0,1648196932,31875,14:48:57:300395
16,1,1648212432,166655,14:48:57:315830
21,1,1648221227,71490,14:48:57:324213
8,1,1648223802,26870,14:48:57:326485
8,0,1648255718,31916,14:48:57:359111
8,1,1648282713,26995,14:48:57:386024
21,0,1648292348,71121,14:48:57:395757
8,0,1648314488,31775,14:48:57:417474
8,1,1648343583,29095,14:48:57:447105
21,1,1648366783,74435,14:48:57:469633
8,0,1648373233,29650,14:48:57:476000
16,0,1648379093,166661,14:48:57:482195
8,1,1648405048,31815,14:48:57:507565
8,0,1648432183,27135,14:48:57:534895
21,0,1648440433,73650,14:48:57:544040
8,1,1648464063,31880,14:48:57:567542
8,0,1648495818,31755,14:48:57:599329
21,1,1648519053,78620,14:48:57:621881
8,1,1648524578,28760,14:48:57:627195
16,1,1648545753,166660,14:48:57:648672
8,0,1648556368,31790,14:48:57:659020
8,1,1648588138,31770,14:48:57:691645
21,0,1648595508,76455,14:48:57:698982
8,0,1648615933,27795,14:48:57:719433
8,1,1648647669,31736,14:48:57:750993
8,0,1648674769,27100,14:48:57:777502
21,1,1648677324,81816,14:48:57:780780
8,1,1648706684,31915,14:48:57:809355
16,0,1648712409,166656,14:48:57:815672
8,0,1648738509,31825,14:48:57:841213
21,0,1648752504,75180,14:48:57:855612
8,1,1648765889,27380,14:48:57:868992
8,0,1648797674,31785,14:48:57:900595
8,1,1648824844,27170,14:48:57:928121
21,1,1648827894,75390,14:48:57:931410
8,0,1648856724,31880,14:48:57:959940
16,1,1648879069,166660,14:48:57:982434
8,1,1648888494,31770,14:48:57:991810
21,0,1648902184,74290,14:48:58:005200
8,0,1648915934,27440,14:48:58:018584
8,1,1648943584,27650,14:48:58:047128
8,0,1648973314,29730,14:48:58:076683
21,1,1648981959,79775,14:48:58:085015
8,1,1649005074,31760,14:48:58:108537
8,0,1649031949,26875,14:48:58:135052
16,0,1649045730,166661,14:48:58:148432
