temp_buffers,times_ms_buffers,Time
23.968746,0,15:11:08:182000
23.968746,900,15:11:09:082000
23.96905,1800,15:11:09:982000
0.0,0,15:11:08:182000
23.9692,2700,15:11:10:882000
23.969353,3600,15:11:11:782000
23.969503,4500,15:11:12:682000
0.0,0,15:11:08:182000
23.969503,5400,15:11:13:582000
23.969809,6300,15:11:14:482000
23.970112,7200,15:11:15:382000
23.970112,8100,15:11:16:282000
23.970263,9000,15:11:17:182000
23.970413,9900,15:11:18:082000
23.970716,10800,15:11:18:982000
0.0,0,15:11:08:182000
23.970716,11700,15:11:19:882000
23.971022,12600,15:11:20:782000
23.971172,13500,15:11:21:682000
0.0,0,15:11:08:182000
23.971323,14400,15:11:22:582000
23.971474,15300,15:11:23:482000
23.971626,16200,15:11:24:382000
23.971779,17100,15:11:25:282000
23.97193,18000,15:11:26:182000
23.97208,18900,15:11:27:082000
23.972233,19800,15:11:27:982000
0.0,0,15:11:08:182000
23.972536,20700,15:11:28:882000
23.972689,21600,15:11:29:782000
23.972689,22500,15:11:30:682000
0.0,0,15:11:08:182000
23.97299,23400,15:11:31:582000
23.97299,24300,15:11:32:482000
23.973295,25200,15:11:33:382000
23.973448,26100,15:11:34:282000
23.973598,27000,15:11:35:182000
23.9739,27900,15:11:36:082000
23.9739,28800,15:11:36:982000
0.0,0,15:11:08:182000
23.97405,29700,15:11:37:882000
23.974203,30600,15:11:38:782000
23.974356,31500,15:11:39:682000
0.0,0,15:11:08:182000
23.974506,32400,15:11:40:582000
23.974659,33300,15:11:41:482000
23.97481,34200,15:11:42:382000
23.97496,35100,15:11:43:282000
23.975115,36000,15:11:44:182000
23.975266,36900,15:11:45:082000
23.975416,37800,15:11:45:982000
0.0,0,15:11:08:182000
23.975567,38700,15:11:46:882000
23.97572,39600,15:11:47:782000
23.97587,40500,15:11:48:682000
0.0,0,15:11:08:182000
23.976025,41400,15:11:49:582000
23.976175,42300,15:11:50:482000
23.976477,43200,15:11:51:382000
23.976477,44100,15:11:52:282000
23.97678,45000,15:11:53:182000
23.976933,45900,15:11:54:082000
23.977085,46800,15:11:54:982000
0.0,0,15:11:08:182000
23.977236,47700,15:11:55:882000
23.977537,48600,15:11:56:782000
23.97769,49500,15:11:57:682000
0.0,0,15:11:08:182000
23.977993,50400,15:11:58:582000
23.977993,51300,15:11:59:482000
23.978296,52200,15:12:00:382000
23.978449,53100,15:12:01:282000
23.9786,54000,15:12:02:182000
23.978903,54900,15:12:03:082000
23.979053,55800,15:12:03:982000
0.0,0,15:11:08:182000
23.979204,56700,15:12:04:882000
23.979357,57600,15:12:05:782000
23.979662,58500,15:12:06:682000
0.0,0,15:11:08:182000
