temp_buffers,times_ms_buffers,Time
30.38897,408,15:11:08:590000
30.399899,1308,15:11:09:490000
30.411133,2208,15:11:10:390000
0.0,0,15:11:08:182000
30.411264,3108,15:11:11:290000
30.415077,4008,15:11:12:190000
30.4298,4908,15:11:13:090000
0.0,0,15:11:08:182000
30.4298,5808,15:11:13:990000
30.433725,6708,15:11:14:890000
30.430407,7608,15:11:15:790000
30.444977,8508,15:11:16:690000
30.445127,9408,15:11:17:590000
30.470747,10308,15:11:18:490000
30.47471,11208,15:11:19:390000
0.0,0,15:11:08:182000
30.481998,12108,15:11:20:290000
30.493212,13008,15:11:21:190000
30.507933,13908,15:11:22:090000
0.0,0,15:11:08:182000
30.511745,14808,15:11:22:990000
30.53374,15708,15:11:23:890000
30.555752,16608,15:11:24:790000
30.54133,17508,15:11:25:690000
30.548784,18408,15:11:26:590000
30.55256,19308,15:11:27:490000
30.552713,20208,15:11:28:390000
0.0,0,15:11:08:182000
30.556677,21108,15:11:29:290000
30.567738,22008,15:11:30:190000
30.567738,22908,15:11:31:090000
0.0,0,15:11:08:182000
30.578968,23808,15:11:31:990000
30.597183,24708,15:11:32:890000
30.597488,25608,15:11:33:790000
30.590351,26508,15:11:34:690000
30.590504,27408,15:11:35:590000
30.594467,28308,15:11:36:490000
30.583538,29208,15:11:37:390000
0.0,0,15:11:08:182000
30.580029,30108,15:11:38:290000
30.583824,31008,15:11:39:190000
30.598547,31908,15:11:40:090000
0.0,0,15:11:08:182000
30.616936,32808,15:11:40:990000
30.624352,33708,15:11:41:890000
30.639076,34608,15:11:42:790000
30.631939,35508,15:11:43:690000
30.639399,36408,15:11:44:590000
30.65046,37308,15:11:45:490000
30.650593,38208,15:11:46:390000
0.0,0,15:11:08:182000
30.65801,39108,15:11:47:290000
30.661806,40008,15:11:48:190000
30.654688,40908,15:11:49:090000
0.0,0,15:11:08:182000
30.654837,41808,15:11:49:990000
30.654972,42708,15:11:50:890000
30.66622,43608,15:11:51:790000
30.67351,44508,15:11:52:690000
30.67015,45408,15:11:53:590000
30.67759,46308,15:11:54:490000
30.685043,47208,15:11:55:390000
0.0,0,15:11:08:182000
30.692482,48108,15:11:56:290000
30.700048,49008,15:11:57:190000
30.707506,49908,15:11:58:090000
0.0,0,15:11:08:182000
30.704145,50808,15:11:58:990000
30.70779,51708,15:11:59:890000
30.704468,52608,15:12:00:790000
30.71919,53508,15:12:01:690000
30.730272,54408,15:12:02:590000
30.748793,55308,15:12:03:490000
30.752588,56208,15:12:04:390000
0.0,0,15:11:08:182000
30.75274,57108,15:12:05:290000
30.76016,58008,15:12:06:190000
30.720404,58908,15:12:07:090000
0.0,0,15:11:08:182000
