GPIO,State,Tick,Diff,Time
21,0,2144423970,46570,16:52:20:240412
21,1,2144472440,48470,16:52:20:289097
21,0,2144518625,46185,16:52:20:335869
16,1,2144548911,199986,16:52:20:366245
21,1,2144567111,48486,16:52:20:383535
21,0,2144613306,46195,16:52:20:430644
21,1,2144662766,49460,16:52:20:479547
21,0,2144711161,48395,16:52:20:528297
16,0,2144748901,199990,16:52:20:565774
21,1,2144764327,53166,16:52:20:581019
21,0,2144814357,50030,16:52:20:631544
21,1,2144865036,50679,16:52:20:682164
21,0,2144913996,48960,16:52:20:730921
16,1,2144948887,199986,16:52:20:765494
21,1,2144966582,52586,16:52:20:783953
21,0,2145017867,51285,16:52:20:834502
21,1,2145071102,53235,16:52:20:888367
21,0,2145120732,49630,16:52:20:937176
16,0,2145148872,199985,16:52:20:965427
21,1,2145172497,51765,16:52:20:988842
21,0,2145220832,48335,16:52:21:037683
21,1,2145271988,51156,16:52:21:088387
21,0,2145320612,48624,16:52:21:136963
16,1,2145348863,199991,16:52:21:165257
21,1,2145371373,50761,16:52:21:187749
21,0,2145420933,49560,16:52:21:237362
21,1,2145472063,51130,16:52:21:288722
21,0,2145521373,49310,16:52:21:338255
16,0,2145548848,199985,16:52:21:366030
21,1,2145575278,53905,16:52:21:392461
21,0,2145625718,50440,16:52:21:442948
21,1,2145676693,50975,16:52:21:493576
21,0,2145725309,48616,16:52:21:542270
16,1,2145748834,199986,16:52:21:566181
21,1,2145774469,49160,16:52:21:590958
21,0,2145821069,46600,16:52:21:637851
21,1,2145870364,49295,16:52:21:686807
21,0,2145920434,50070,16:52:21:737556
16,0,2145948824,199990,16:52:21:765277
21,1,2145975389,54955,16:52:21:792039
21,0,2146025839,50450,16:52:21:842858
21,1,2146078789,52950,16:52:21:895867
21,0,2146131080,52291,16:52:21:947977
16,1,2146148810,199986,16:52:21:965550
21,1,2146185000,53920,16:52:22:002119
21,0,2146235050,50050,16:52:22:051778
21,1,2146286900,51850,16:52:22:104229
21,0,2146339075,52175,16:52:22:155932
16,0,2146348795,199985,16:52:22:165360
21,1,2146392520,53445,16:52:22:209043
21,0,2146440095,47575,16:52:22:256769
21,1,2146488741,48646,16:52:22:305531
21,0,2146536671,47930,16:52:22:353167
16,1,2146548786,199991,16:52:22:365690
21,1,2146588316,51645,16:52:22:405172
21,0,2146638091,49775,16:52:22:454461
21,1,2146688141,50050,16:52:22:504851
21,0,2146736216,48075,16:52:22:553111
16,0,2146748771,199985,16:52:22:565536
21,1,2146785471,49255,16:52:22:601903
21,0,2146831966,46495,16:52:22:648658
21,1,2146880382,48416,16:52:22:697211
21,0,2146928687,48305,16:52:22:745473
16,1,2146948762,199991,16:52:22:765950
21,1,2146980587,51900,16:52:22:797376
21,0,2147028922,48335,16:52:22:845678
21,1,2147079142,50220,16:52:22:896102
21,0,2147128962,49820,16:52:22:945877
16,0,2147148747,199985,16:52:22:965370
21,1,2147178832,49870,16:52:22:995977
21,0,2147227212,48380,16:52:23:043565
21,1,2147278647,51435,16:52:23:095111
21,0,2147327048,48401,16:52:23:143649
16,1,2147348733,199986,16:52:23:165223
21,1,2147377988,50940,16:52:23:194682
21,0,2147426683,48695,16:52:23:243446
21,1,2147478788,52105,16:52:23:295889
21,0,2147527983,49195,16:52:23:344390
16,0,2147548723,199990,16:52:23:366375
21,1,2147580458,52475,16:52:23:396995
21,0,2147629028,48570,16:52:23:445355
21,1,2147677869,48841,16:52:23:494183
21,0,2147725494,47625,16:52:23:542572
16,1,2147748709,199986,16:52:23:565259
21,1,2147780089,54595,16:52:23:596678
21,0,2147831864,51775,16:52:23:649065
21,1,2147882099,50235,16:52:23:698406
21,0,2147929704,47605,16:52:23:746843
16,0,2147948694,199985,16:52:23:765366
21,1,2147981399,51695,16:52:23:797897
21,0,2148029394,47995,16:52:23:846344
21,1,2148078579,49185,16:52:23:894869
21,0,2148126515,47936,16:52:23:943369
16,1,2148148685,199991,16:52:23:965831
21,1,2148178455,51940,16:52:23:995380
21,0,2148226505,48050,16:52:24:042842
21,1,2148275285,48780,16:52:24:092201
21,0,2148322005,46720,16:52:24:138498
16,0,2148348670,199985,16:52:24:165138
21,1,2148370190,48185,16:52:24:186865
21,0,2148415755,45565,16:52:24:232370
21,1,2148464436,48681,16:52:24:281258
21,0,2148512766,48330,16:52:24:329286
16,1,2148548656,199986,16:52:24:365767
21,1,2148564556,51790,16:52:24:380988
21,0,2148613391,48835,16:52:24:429878
21,1,2148662286,48895,16:52:24:479155
21,0,2148708342,46056,16:52:24:525173
16,0,2148748646,199990,16:52:24:565139
21,1,2148757676,49334,16:52:24:574274
21,0,2148804551,46875,16:52:24:621542
21,1,2148853981,49430,16:52:24:670586
21,0,2148904332,50351,16:52:24:720587
16,1,2148948632,199986,16:52:24:765497
21,1,2148959652,55320,16:52:24:776596
21,0,2149014867,55215,16:52:24:831437
21,1,2149070937,56070,16:52:24:887304
21,0,2149123462,52525,16:52:24:939797
16,0,2149148617,199985,16:52:24:966017
21,1,2149176717,53255,16:52:24:993302
21,0,2149225767,49050,16:52:25:041882
