temp_buffers,times_ms_buffers,Time
732.99023,340,10:52:35:083000
741.48486,1240,10:52:35:983000
735.8711,2140,10:52:36:883000
0.0,0,10:52:34:743000
738.17053,3040,10:52:37:783000
737.199,3940,10:52:38:683000
736.81354,4840,10:52:39:583000
0.0,0,10:52:34:743000
747.47455,5740,10:52:40:483000
741.84686,6640,10:52:41:383000
724.2127,7540,10:52:42:283000
744.83734,8440,10:52:43:183000
730.454,9340,10:52:44:083000
744.0336,10240,10:52:44:983000
739.18463,11140,10:52:45:883000
0.0,0,10:52:34:743000
738.1691,12040,10:52:46:783000
744.63635,12940,10:52:47:683000
742.7183,13840,10:52:48:583000
0.0,0,10:52:34:743000
732.48315,14740,10:52:49:483000
741.22974,15640,10:52:50:383000
744.19977,16540,10:52:51:283000
744.51654,17440,10:52:52:183000
742.9735,18340,10:52:53:083000
734.5016,19240,10:52:53:983000
742.4954,20140,10:52:54:883000
0.0,0,10:52:34:743000
738.51025,21040,10:52:55:783000
733.6998,21940,10:52:56:683000
742.9156,22840,10:52:57:583000
0.0,0,10:52:34:743000
741.1476,23740,10:52:58:483000
736.30914,24640,10:52:59:383000
738.7084,25540,10:53:00:283000
737.88367,26440,10:53:01:183000
744.2207,27340,10:53:02:083000
742.1487,28240,10:53:02:983000
746.65344,29140,10:53:03:883000
0.0,0,10:52:34:743000
736.0793,30040,10:53:04:783000
740.47504,30940,10:53:05:683000
745.8723,31840,10:53:06:583000
0.0,0,10:52:34:743000
748.4052,32740,10:53:07:483000
745.1945,33640,10:53:08:383000
738.53064,34540,10:53:09:283000
749.298,35440,10:53:10:183000
742.2104,36340,10:53:11:083000
734.31226,37240,10:53:11:983000
729.6811,38140,10:53:12:883000
0.0,0,10:52:34:743000
742.1592,39040,10:53:13:783000
736.76965,39940,10:53:14:683000
732.991,40840,10:53:15:583000
0.0,0,10:52:34:743000
735.77844,41740,10:53:16:483000
730.3896,42640,10:53:17:383000
744.5663,43540,10:53:18:283000
741.2952,44440,10:53:19:183000
737.8304,45340,10:53:20:083000
747.70264,46240,10:53:20:983000
750.6615,47140,10:53:21:883000
0.0,0,10:52:34:743000
733.1743,48040,10:53:22:783000
732.8404,48940,10:53:23:683000
749.00653,49840,10:53:24:583000
0.0,0,10:52:34:743000
733.3315,50740,10:53:25:483000
740.24713,51640,10:53:26:383000
730.69257,52540,10:53:27:283000
743.20013,53440,10:53:28:183000
744.73413,54340,10:53:29:083000
738.72125,55240,10:53:29:983000
737.6631,56140,10:53:30:883000
0.0,0,10:52:34:743000
744.03046,57040,10:53:31:783000
737.7953,57940,10:53:32:683000
743.0134,58840,10:53:33:583000
0.0,0,10:52:34:743000
