Time Step,Actuator Position Array
0.0,0.0
0.0200133422281521,0.0200133422281521
0.0400266844563042,0.0400266844563042
0.06004002668445631,0.06004002668445631
0.0800533689126084,0.0800533689126084
0.1000667111407605,0.1000667111407605
0.12008005336891261,0.12008005336891261
0.1400933955970647,0.1400933955970647
0.1601067378252168,0.1601067378252168
0.1801200800533689,0.1801200800533689
0.200133422281521,0.200133422281521
0.2201467645096731,0.2201467645096731
0.24016010673782523,0.24016010673782523
0.2601734489659773,0.2601734489659773
0.2801867911941294,0.2801867911941294
0.3002001334222815,0.3002001334222815
0.3202134756504336,0.3202134756504336
0.3402268178785857,0.3402268178785857
0.3602401601067378,0.3602401601067378
0.3802535023348899,0.3802535023348899
0.400266844563042,0.400266844563042
0.4202801867911941,0.4202801867911941
0.4402935290193462,0.4402935290193462
0.4603068712474983,0.4603068712474983
0.48032021347565046,0.48032021347565046
0.5003335557038026,0.5003335557038026
0.5203468979319547,0.5203468979319547
0.5403602401601068,0.5403602401601068
0.5603735823882589,0.5603735823882589
0.580386924616411,0.580386924616411
0.600400266844563,0.600400266844563
0.6204136090727151,0.6204136090727151
0.6404269513008672,0.6404269513008672
0.6604402935290193,0.6604402935290193
0.6804536357571714,0.6804536357571714
0.7004669779853235,0.7004669779853235
0.7204803202134756,0.7204803202134756
0.7404936624416277,0.7404936624416277
0.7605070046697798,0.7605070046697798
0.7805203468979319,0.7805203468979319
0.800533689126084,0.800533689126084
0.8205470313542361,0.8205470313542361
0.8405603735823882,0.8405603735823882
0.8605737158105403,0.8605737158105403
0.8805870580386924,0.8805870580386924
0.9006004002668445,0.9006004002668445
0.9206137424949966,0.9206137424949966
0.9406270847231487,0.9406270847231487
0.9606404269513009,0.9606404269513009
0.980653769179453,0.980653769179453
1.0006671114076051,1.0006671114076051
1.0206804536357572,1.0206804536357572
1.0406937958639093,1.0406937958639093
1.0607071380920614,1.0607071380920614
1.0807204803202135,1.0807204803202135
1.1007338225483656,1.1007338225483656
