temp_buffers,times_ms_buffers,Time
30.592724,272,14:26:42:374000
30.542192,1172,14:26:43:274000
30.517118,2072,14:26:44:174000
0.0,0,14:26:42:102000
30.462925,2972,14:26:45:074000
30.401438,3872,14:26:45:974000
30.36184,4772,14:26:46:874000
0.0,0,14:26:42:102000
30.351511,5672,14:26:47:774000
30.3228,6572,14:26:48:674000
30.279535,7472,14:26:49:574000
30.258123,8372,14:26:50:474000
30.265886,9272,14:26:51:374000
30.291805,10172,14:26:52:274000
30.281475,11072,14:26:53:174000
0.0,0,14:26:42:102000
30.241684,11972,14:26:54:074000
30.23865,12872,14:26:54:974000
30.235455,13772,14:26:55:874000
0.0,0,14:26:42:102000
30.199492,14672,14:26:56:774000
30.108696,15572,14:26:57:674000
30.040077,16472,14:26:58:574000
30.004097,17372,14:26:59:474000
30.008213,18272,14:27:00:374000
29.986637,19172,14:27:01:274000
29.942944,20072,14:27:02:174000
0.0,0,14:26:42:102000
29.921324,20972,14:27:03:074000
29.910896,21872,14:27:03:974000
29.870731,22772,14:27:04:874000
0.0,0,14:26:42:102000
29.834549,23672,14:27:05:774000
29.812927,24572,14:27:06:674000
29.79499,25472,14:27:07:574000
29.78807,26372,14:27:08:474000
29.773811,27272,14:27:09:374000
29.759705,28172,14:27:10:274000
29.716013,29072,14:27:11:174000
0.0,0,14:26:42:102000
29.701733,29972,14:27:12:074000
29.683792,30872,14:27:12:974000
29.651157,31772,14:27:13:874000
0.0,0,14:26:42:102000
29.633219,32672,14:27:14:774000
29.62262,33572,14:27:15:674000
29.604832,34472,14:27:16:574000
29.601614,35372,14:27:17:474000
29.59841,36272,14:27:18:374000
29.606186,37172,14:27:19:274000
29.599438,38072,14:27:20:174000
0.0,0,14:26:42:102000
29.57414,38972,14:27:21:074000
29.578278,39872,14:27:21:974000
29.5824,40772,14:27:22:874000
0.0,0,14:26:42:102000
29.586685,41672,14:27:23:774000
29.5798,42572,14:27:24:674000
29.576582,43472,14:27:25:574000
29.588213,44372,14:27:26:474000
29.573933,45272,14:27:27:374000
29.563353,46172,14:27:28:274000
29.556473,47072,14:27:29:174000
0.0,0,14:26:42:102000
29.557081,47972,14:27:30:074000
29.546482,48872,14:27:30:974000
29.521187,49772,14:27:31:874000
0.0,0,14:26:42:102000
29.517967,50672,14:27:32:774000
29.48546,51572,14:27:33:674000
29.434425,52472,14:27:34:574000
29.438656,53372,14:27:35:474000
29.450174,54272,14:27:36:374000
29.428558,55172,14:27:37:274000
29.443733,56072,14:27:38:174000
0.0,0,14:26:42:102000
29.444168,56972,14:27:39:074000
29.437422,57872,14:27:39:974000
29.423183,58772,14:27:40:874000
0.0,0,14:26:42:102000
