GPIO,State,Tick,Diff,Time
21,1,303926850,147215,14:26:33:036544
16,1,304038220,166660,14:26:33:148289
21,0,304096241,169391,14:26:33:205618
16,0,304204881,166661,14:26:33:314322
21,1,304274741,178500,14:26:33:384249
16,1,304371536,166655,14:26:33:481512
21,0,304424796,150055,14:26:33:534250
16,0,304538197,166661,14:26:33:648218
21,1,304604377,179581,14:26:33:714008
16,1,304704852,166655,14:26:33:814900
21,0,304837832,233455,14:26:33:947287
16,0,304871512,166660,14:26:33:981230
16,1,305038173,166661,14:26:34:148034
21,1,305043113,205281,14:26:34:153241
16,0,305204829,166656,14:26:34:314326
21,0,305242828,199715,14:26:34:352692
16,1,305371489,166660,14:26:34:481629
21,1,305500794,257966,14:26:34:610649
16,0,305538149,166660,14:26:34:647852
16,1,305704805,166656,14:26:34:814464
21,0,305831620,330826,14:26:34:940935
16,0,305871465,166660,14:26:34:980815
16,1,306038120,166655,14:26:35:147409
21,1,306083291,251671,14:26:35:193345
16,0,306204781,166661,14:26:35:314435
21,0,306278511,195220,14:26:35:388692
16,1,306371441,166660,14:26:35:481446
21,1,306494132,215621,14:26:35:603805
16,0,306538097,166656,14:26:35:648217
16,1,306704757,166660,14:26:35:814413
21,0,306738377,244245,14:26:35:847805
16,0,306871413,166656,14:26:35:981234
21,1,306954318,215941,14:26:36:064197
16,1,307038073,166660,14:26:36:148275
21,0,307194928,240610,14:26:36:305241
16,0,307204734,166661,14:26:36:314644
16,1,307371390,166656,14:26:36:481361
21,1,307440724,245796,14:26:36:550155
16,0,307538049,166659,14:26:36:647555
21,0,307658390,217666,14:26:36:767770
16,1,307704710,166661,14:26:36:814790
21,1,307868805,210415,14:26:36:978548
16,0,307871365,166655,14:26:36:980707
16,1,308038026,166661,14:26:37:148038
21,0,308095666,226861,14:26:37:205937
16,0,308204681,166655,14:26:37:314565
16,1,308371342,166661,14:26:37:481219
21,1,308421572,325906,14:26:37:531831
16,0,308538002,166660,14:26:37:647974
16,1,308704657,166655,14:26:37:814508
16,0,308871319,166662,14:26:37:980859
21,0,309036003,614431,14:26:38:145957
16,1,309037978,166659,14:26:38:147394
16,0,309204633,166655,14:26:38:313905
21,1,309340004,304001,14:26:38:449670
16,1,309371294,166661,14:26:38:481378
16,0,309537950,166656,14:26:38:647534
21,0,309624695,284691,14:26:38:734849
16,1,309704610,166660,14:26:38:813942
16,0,309871270,166660,14:26:38:980968
21,1,309883366,258671,14:26:38:993405
16,1,310037926,166656,14:26:39:147339
21,0,310173121,289755,14:26:39:283138
16,0,310204586,166660,14:26:39:314786
16,1,310371241,166655,14:26:39:480990
21,1,310463767,290646,14:26:39:573290
16,0,310537902,166661,14:26:39:647561
16,1,310704562,166660,14:26:39:814637
21,0,310821798,358031,14:26:39:931642
16,0,310871218,166656,14:26:39:980873
16,1,311037878,166660,14:26:40:147519
16,0,311204538,166660,14:26:40:314300
21,1,311227629,405831,14:26:40:337873
16,1,311371194,166656,14:26:40:480705
16,0,311537854,166660,14:26:40:648038
16,1,311704510,166656,14:26:40:814130
21,0,311751225,523596,14:26:40:860892
16,0,311871170,166660,14:26:40:980450
16,1,312037831,166661,14:26:41:148267
21,1,312053936,302711,14:26:41:163920
16,0,312204486,166655,14:26:41:313861
21,0,312346171,292235,14:26:41:455675
16,1,312371146,166660,14:26:41:481268
16,0,312537802,166656,14:26:41:647555
16,1,312704462,166660,14:26:41:814497
21,1,312747788,401617,14:26:41:857524
16,0,312871123,166661,14:26:41:981341
16,1,313037778,166655,14:26:42:147409
8,0,313148558,31885,14:26:42:258727
8,1,313178848,30290,14:26:42:288518
16,0,313204439,166661,14:26:42:314204
8,0,313210464,31616,14:26:42:320583
8,1,313239519,29055,14:26:42:349320
8,0,313270564,31045,14:26:42:380017
8,1,313302144,31580,14:26:42:411741
8,0,313333954,31810,14:26:42:443514
8,1,313365739,31785,14:26:42:475264
16,1,313371099,166660,14:26:42:480619
8,0,313397614,31875,14:26:42:507296
8,1,313429375,31761,14:26:42:539054
21,0,313449144,701356,14:26:42:558619
8,0,313461164,31789,14:26:42:571059
8,1,313492984,31820,14:26:42:602787
8,0,313519839,26855,14:26:42:629502
16,0,313537754,166655,14:26:42:648052
8,1,313551664,31825,14:26:42:661508
8,0,313583550,31886,14:26:42:693253
8,1,313611860,28310,14:26:42:721900
8,0,313643645,31785,14:26:42:753643
8,1,313675315,31670,14:26:42:785457
16,1,313704415,166661,14:26:42:814253
8,0,313706175,30860,14:26:42:815560
8,1,313735900,29725,14:26:42:845283
21,1,313740135,290991,14:26:42:849643
8,0,313767665,31765,14:26:42:877314
8,1,313794980,27315,14:26:42:905023
8,0,313826875,31895,14:26:42:936813
8,1,313858645,31770,14:26:42:968570
16,0,313871070,166655,14:26:42:981025
8,0,313890470,31825,14:26:43:000580
8,1,313922295,31825,14:26:43:032401
8,0,313954055,31760,14:26:43:064133
8,1,313985931,31876,14:26:43:095840
8,0,314017711,31780,14:26:43:127666
16,1,314037731,166661,14:26:43:147244
8,1,314049526,31815,14:26:43:159692
8,0,314076361,26835,14:26:43:186366
8,1,314103441,27080,14:26:43:213009
21,0,314113706,373571,14:26:43:223434
8,0,314134071,30630,14:26:43:243997
8,1,314165856,31785,14:26:43:275740
8,0,314195281,29425,14:26:43:305450
16,0,314204391,166660,14:26:43:313846
8,1,314227026,31745,14:26:43:336476
8,0,314254636,27610,14:26:43:364125
8,1,314286426,31790,14:26:43:396136
8,0,314316876,30450,14:26:43:427088
8,1,314344872,27996,14:26:43:454813
16,1,314371047,166656,14:26:43:480491
8,0,314376596,31724,14:26:43:486900
8,1,314408472,31876,14:26:43:518628
8,0,314439522,31050,14:26:43:549404
8,1,314470412,30890,14:26:43:580183
8,0,314502197,31785,14:26:43:611901
21,1,314512312,398606,14:26:43:622327
8,1,314534012,31815,14:26:43:643947
16,0,314537707,166660,14:26:43:647262
8,0,314561328,27316,14:26:43:670850
8,1,314589532,28204,14:26:43:699543
8,0,314619712,30180,14:26:43:729249
8,1,314647857,28145,14:26:43:757920
8,0,314677527,29670,14:26:43:787611
16,1,314704362,166655,14:26:43:814291
8,1,314709388,31861,14:26:43:819677
8,0,314741163,31775,14:26:43:850471
8,1,314772923,31760,14:26:43:882222
8,0,314804708,31785,14:26:43:914959
8,1,314836553,31845,14:26:43:946860
8,0,314868368,31815,14:26:43:978612
16,0,314871023,166661,14:26:43:980932
8,1,314900128,31760,14:26:44:009749
8,0,314931698,31570,14:26:44:041573
21,0,314941908,429596,14:26:44:052005
8,1,314961698,30000,14:26:44:071554
8,0,314993488,31790,14:26:44:103276
8,1,315025293,31805,14:26:44:135042
16,1,315037683,166660,14:26:44:147509
8,0,315053443,28150,14:26:44:162986
8,1,315085259,31816,14:26:44:194707
