GPIO,State,Tick,Diff,Time
21,0,2278560368,50000,15:30:40:782943
21,1,2278610364,49996,15:30:40:832708
21,0,2278660364,50000,15:30:40:883062
21,1,2278710364,50000,15:30:40:933145
21,0,2278760364,50000,15:30:40:982723
21,1,2278810359,49995,15:30:41:033307
21,0,2278860359,50000,15:30:41:083048
21,1,2278910359,50000,15:30:41:132623
21,0,2278960354,49995,15:30:41:183212
21,1,2279010355,50001,15:30:41:232779
21,0,2279060355,50000,15:30:41:283044
21,1,2279110355,50000,15:30:41:332631
21,0,2279160350,49995,15:30:41:383164
21,1,2279210350,50000,15:30:41:433466
21,0,2279260350,50000,15:30:41:482994
21,1,2279310350,50000,15:30:41:532568
21,0,2279360345,49995,15:30:41:582683
21,1,2279410346,50001,15:30:41:632933
21,0,2279460346,50000,15:30:41:682947
21,1,2279510341,49995,15:30:41:732813
21,0,2279560341,50000,15:30:41:783029
21,1,2279610341,50000,15:30:41:832787
21,0,2279660341,50000,15:30:41:883154
21,1,2279710336,49995,15:30:41:933436
21,0,2279760336,50000,15:30:41:982904
21,1,2279810337,50001,15:30:42:033228
21,0,2279860332,49995,15:30:42:082613
21,1,2279910332,50000,15:30:42:133007
21,0,2279960332,50000,15:30:42:183507
21,1,2280010327,49995,15:30:42:232759
21,0,2280060327,50000,15:30:42:283062
21,1,2280110328,50001,15:30:42:333150
21,0,2280160327,49999,15:30:42:383310
21,1,2280210323,49996,15:30:42:433418
21,0,2280260323,50000,15:30:42:482690
21,1,2280310323,50000,15:30:42:533052
21,0,2280360323,50000,15:30:42:583378
21,1,2280410318,49995,15:30:42:632572
21,0,2280460318,50000,15:30:42:683461
21,1,2280510318,50000,15:30:42:733340
21,0,2280560313,49995,15:30:42:783194
21,1,2280610314,50001,15:30:42:833068
21,0,2280660314,50000,15:30:42:883075
21,1,2280710314,50000,15:30:42:933306
21,0,2280760309,49995,15:30:42:983210
21,1,2280810309,50000,15:30:43:033112
21,0,2280860309,50000,15:30:43:082996
21,1,2280910304,49995,15:30:43:132920
21,0,2280960305,50001,15:30:43:183154
21,1,2281010305,50000,15:30:43:233093
21,0,2281060305,50000,15:30:43:283239
21,1,2281110300,49995,15:30:43:333222
21,0,2281160300,50000,15:30:43:383344
21,1,2281210300,50000,15:30:43:433522
21,0,2281260295,49995,15:30:43:482884
21,1,2281310295,50000,15:30:43:532782
21,0,2281360296,50001,15:30:43:582829
21,1,2281410296,50000,15:30:43:632848
21,0,2281460291,49995,15:30:43:682819
21,1,2281510291,50000,15:30:43:733027
21,0,2281560291,50000,15:30:43:783270
21,1,2281610286,49995,15:30:43:832805
21,0,2281660286,50000,15:30:43:882985
21,1,2281710286,50000,15:30:43:933192
21,0,2281760287,50001,15:30:43:983369
21,1,2281810282,49995,15:30:44:032600
21,0,2281860282,50000,15:30:44:082828
21,1,2281910282,50000,15:30:44:133136
21,0,2281960282,50000,15:30:44:183306
21,1,2282010277,49995,15:30:44:232657
21,0,2282060277,50000,15:30:44:282837
21,1,2282110278,50001,15:30:44:333086
