temp_buffers,times_ms_buffers,Time Stamps
25.026508,136,18:02:48:825000
25.02666,436,18:02:49:125000
25.02283,736,18:02:49:425000
25.02283,1036,18:02:49:725000
25.018957,1336,18:02:50:025000
25.02283,1636,18:02:50:325000
25.030188,1936,18:02:50:625000
25.015469,2236,18:02:50:925000
25.02283,2536,18:02:51:225000
25.026508,2836,18:02:51:525000
25.026508,3136,18:02:51:825000
25.026508,3436,18:02:52:125000
25.030188,3736,18:02:52:425000
25.029995,4036,18:02:52:725000
25.022636,4336,18:02:53:025000
25.026316,4636,18:02:53:325000
25.030188,4936,18:02:53:625000
25.026316,5236,18:02:53:925000
25.033674,5536,18:02:54:225000
25.026316,5836,18:02:54:525000
25.026316,6136,18:02:54:825000
25.026316,6436,18:02:55:125000
25.022636,6736,18:02:55:425000
25.022636,7036,18:02:55:725000
25.026316,7336,18:02:56:025000
25.029995,7636,18:02:56:325000
25.029995,7936,18:02:56:625000
25.029995,8236,18:02:56:925000
25.029995,8536,18:02:57:225000
25.033674,8836,18:02:57:525000
25.033674,9136,18:02:57:825000
25.029995,9436,18:02:58:125000
25.033674,9736,18:02:58:425000
25.026167,10036,18:02:58:725000
25.033674,10336,18:02:59:025000
25.026167,10636,18:02:59:325000
25.033674,10936,18:02:59:625000
25.033674,11236,18:02:59:925000
25.033674,11536,18:03:00:225000
25.041035,11836,18:03:00:525000
25.037355,12136,18:03:00:825000
25.033525,12436,18:03:01:125000
25.037355,12736,18:03:01:425000
25.029846,13036,18:03:01:725000
25.029846,13336,18:03:02:025000
25.029846,13636,18:03:02:325000
25.037355,13936,18:03:02:625000
25.037355,14236,18:03:02:925000
25.041035,14536,18:03:03:225000
25.033674,14836,18:03:03:525000
25.037355,15136,18:03:03:825000
25.048393,15436,18:03:04:125000
25.037205,15736,18:03:04:425000
25.041035,16036,18:03:04:725000
25.044563,16336,18:03:05:025000
25.044712,16636,18:03:05:325000
25.051922,16936,18:03:05:625000
25.044563,17236,18:03:05:925000
25.044712,17536,18:03:06:225000
25.040882,17836,18:03:06:525000
25.040882,18136,18:03:06:825000
25.041035,18436,18:03:07:125000
25.037205,18736,18:03:07:425000
25.040882,19036,18:03:07:725000
25.05207,19336,18:03:08:025000
25.040882,19636,18:03:08:325000
25.037205,19936,18:03:08:625000
25.044563,20236,18:03:08:925000
25.040882,20536,18:03:09:225000
25.037205,20836,18:03:09:525000
25.037205,21136,18:03:09:825000
25.04824,21436,18:03:10:125000
